GENERATION_PROJECT	timepoint	gen_max_capacity_factor
solar_lz34-proj1	7	0.393573913574
solar_lz34-proj1	8	0.0
solar_lz35-proj1	1	0.0
solar_lz35-proj1	2	0.34610586547899996
solar_lz35-proj1	3	0.23711933898899998
solar_lz35-proj1	4	0.0
solar_lz35-proj1	5	0.0
solar_lz35-proj1	6	0.434273681641
solar_lz35-proj1	7	0.38984866333000007
solar_lz35-proj1	8	0.0
solar_lz36-proj1	1	0.0
solar_lz36-proj1	2	0.495760070801
solar_lz36-proj1	3	0.366294769287
solar_lz36-proj1	4	0.0
solar_lz36-proj1	5	0.0
solar_lz36-proj1	6	0.508892974854
solar_lz36-proj1	7	0.384312866211
solar_lz36-proj1	8	0.0
solar_lz37-proj1	1	0.0
solar_lz37-proj1	2	0.109422714233
solar_lz37-proj1	3	0.291671356201
solar_lz37-proj1	4	0.0
solar_lz37-proj1	5	0.0
solar_lz37-proj1	6	0.508355621338
solar_lz37-proj1	7	0.312283172607
solar_lz37-proj1	8	0.0
solar_lz38-proj1	1	0.0
solar_lz38-proj1	2	0.143585876465
solar_lz38-proj1	3	0.0751312789917
solar_lz38-proj1	4	0.0
solar_lz38-proj1	5	0.0
solar_lz38-proj1	6	0.523151550293
solar_lz38-proj1	7	0.305407928467
solar_lz38-proj1	8	0.0
solar_lz39-proj1	1	0.0
solar_lz39-proj1	2	0.496309204102
solar_lz39-proj1	3	0.307981750488
solar_lz39-proj1	4	0.0
solar_lz39-proj1	5	0.0
solar_lz39-proj1	6	0.275454711914
solar_lz39-proj1	7	0.164685272217
solar_lz39-proj1	8	0.0
solar_lz4-proj1	1	0.0
solar_lz4-proj1	2	0.15507270813
solar_lz4-proj1	3	0.47373208618199997
solar_lz4-proj1	4	0.0
solar_lz4-proj1	5	0.0
solar_lz4-proj1	6	0.0925149459839
solar_lz4-proj1	7	0.24075997924800002
solar_lz4-proj1	8	0.0
solar_lz40-proj1	1	0.0
solar_lz40-proj1	2	0.48121084594700003
solar_lz40-proj1	3	0.32371899414099997
solar_lz40-proj1	4	0.0
solar_lz40-proj1	5	0.0
solar_lz40-proj1	6	0.49207284545900004
solar_lz40-proj1	7	0.332961517334
solar_lz40-proj1	8	0.0
solar_lz41-proj1	1	0.0
solar_lz41-proj1	2	0.49660458374
solar_lz41-proj1	3	0.241259872437
solar_lz41-proj1	4	0.0
solar_lz41-proj1	5	0.0
solar_lz41-proj1	6	0.519714233398
solar_lz41-proj1	7	0.262970703125
solar_lz41-proj1	8	0.0
solar_lz42-proj1	1	0.0
solar_lz42-proj1	2	0.16395945739700002
solar_lz42-proj1	3	0.023651206970199998
solar_lz42-proj1	4	0.0
solar_lz42-proj1	5	0.0
solar_lz42-proj1	6	0.5291683959960001
solar_lz42-proj1	7	0.254438598633
solar_lz42-proj1	8	0.0
solar_lz43-proj1	1	0.0
solar_lz43-proj1	2	0.5172446899409999
solar_lz43-proj1	3	0.19528604126
solar_lz43-proj1	4	0.0
solar_lz43-proj1	5	0.0
solar_lz43-proj1	6	0.552014709473
solar_lz43-proj1	7	0.227946105957
solar_lz43-proj1	8	0.0
solar_lz44-proj1	1	0.0
solar_lz44-proj1	2	0.522848876953
solar_lz44-proj1	3	0.217132278442
solar_lz44-proj1	4	0.0
solar_lz44-proj1	5	0.0
solar_lz44-proj1	6	0.549399658203
solar_lz44-proj1	7	0.238316101074
solar_lz44-proj1	8	0.0
solar_lz45-proj1	1	0.0
solar_lz45-proj1	2	0.5353347167970001
solar_lz45-proj1	3	0.19100358581500002
solar_lz45-proj1	4	0.0
solar_lz45-proj1	5	0.0
solar_lz45-proj1	6	0.5711069946289999
solar_lz45-proj1	7	0.22218356323199998
solar_lz45-proj1	8	0.0
solar_lz46-proj1	1	0.0
solar_lz46-proj1	2	0.165713592529
solar_lz46-proj1	3	0.525573547363
solar_lz46-proj1	4	0.0
solar_lz46-proj1	5	0.0
solar_lz46-proj1	6	0.116247413635
solar_lz46-proj1	7	0.589375244141
solar_lz46-proj1	8	0.0
solar_lz47-proj1	1	0.0
solar_lz47-proj1	2	0.20905747985800002
solar_lz47-proj1	3	0.369978057861
solar_lz47-proj1	4	0.0
solar_lz47-proj1	5	0.0
solar_lz47-proj1	6	0.0954726333618
solar_lz47-proj1	7	0.571767944336
solar_lz47-proj1	8	0.0
solar_lz48-proj1	1	0.0
solar_lz48-proj1	2	0.103232131958
solar_lz48-proj1	3	0.51606640625
solar_lz48-proj1	4	0.0
solar_lz48-proj1	5	0.0
solar_lz48-proj1	6	0.0381323204041
solar_lz48-proj1	7	0.297116729736
solar_lz48-proj1	8	0.0
solar_lz49-proj1	1	0.0
solar_lz49-proj1	2	0.0775085372925
solar_lz49-proj1	3	0.520176208496
solar_lz49-proj1	4	0.0
solar_lz49-proj1	5	0.0
solar_lz49-proj1	6	0.0681679153442
solar_lz49-proj1	7	0.257514343262
solar_lz49-proj1	8	0.0
solar_lz5-proj1	1	0.0
solar_lz5-proj1	2	0.333532165527
solar_lz5-proj1	3	0.466916107178
solar_lz5-proj1	4	0.0
solar_lz5-proj1	5	0.0
solar_lz5-proj1	6	0.236292907715
solar_lz5-proj1	7	0.2836484375
solar_lz5-proj1	8	0.0
solar_lz50-proj1	1	0.0
solar_lz50-proj1	2	0.273700927734
solar_lz50-proj1	3	0.509898742676
solar_lz50-proj1	4	0.0
solar_lz50-proj1	5	0.0
solar_lz50-proj1	6	0.126138084412
solar_lz50-proj1	7	0.303084503174
solar_lz50-proj1	8	0.0
solar_lz51-proj1	1	0.0
solar_lz51-proj1	2	0.289914855957
solar_lz51-proj1	3	0.48657800293000003
solar_lz51-proj1	4	0.0
solar_lz51-proj1	5	0.0
solar_lz51-proj1	6	0.111596382141
solar_lz51-proj1	7	0.321891418457
solar_lz51-proj1	8	0.0
solar_lz52-proj1	1	0.0
solar_lz52-proj1	2	0.304835113525
solar_lz52-proj1	3	0.477871124268
solar_lz52-proj1	4	0.0
solar_lz52-proj1	5	0.0
solar_lz52-proj1	6	0.339323638916
solar_lz52-proj1	7	0.36258694458000007
solar_lz52-proj1	8	0.0
solar_lz53-proj1	1	0.0
solar_lz53-proj1	2	0.257576904297
solar_lz53-proj1	3	0.523735900879
solar_lz53-proj1	4	0.0
solar_lz53-proj1	5	0.0
solar_lz53-proj1	6	0.11167827606200001
solar_lz53-proj1	7	0.29089050293
solar_lz53-proj1	8	0.0
solar_lz6-proj1	1	0.0
solar_lz6-proj1	2	0.224849365234
solar_lz6-proj1	3	0.461692321777
solar_lz6-proj1	4	0.0
solar_lz6-proj1	5	0.0
solar_lz6-proj1	6	0.11867943572999999
solar_lz6-proj1	7	0.16980203247099998
solar_lz6-proj1	8	0.0
solar_lz7-proj1	1	0.0
solar_lz7-proj1	2	0.369712219238
solar_lz7-proj1	3	0.5013047485350001
solar_lz7-proj1	4	0.0
solar_lz7-proj1	5	0.0
solar_lz7-proj1	6	0.168121551514
solar_lz7-proj1	7	0.327653106689
solar_lz7-proj1	8	0.0
solar_lz8-proj1	1	0.0
solar_lz8-proj1	2	0.35696380615199996
solar_lz8-proj1	3	0.484777587891
solar_lz8-proj1	4	0.0
solar_lz8-proj1	5	0.0
solar_lz8-proj1	6	0.154103515625
solar_lz8-proj1	7	0.298368530273
solar_lz8-proj1	8	0.0
solar_lz9-proj1	1	0.0
solar_lz9-proj1	2	0.030034656524700002
solar_lz9-proj1	3	0.476831756592
solar_lz9-proj1	4	0.0
solar_lz9-proj1	5	0.0
solar_lz9-proj1	6	0.1819425354
solar_lz9-proj1	7	0.221535598755
solar_lz9-proj1	8	0.0
sta_rosalia	1	0.0265340112305
sta_rosalia	2	0.533142578125
sta_rosalia	3	0.0
sta_rosalia	4	0.0
sta_rosalia	5	0.08520953125
sta_rosalia	6	0.7310190625
sta_rosalia	7	0.0
sta_rosalia	8	0.0
stipa_nayaa	1	0.56813552
stipa_nayaa	2	0.7478836
stipa_nayaa	3	0.98043228
stipa_nayaa	4	0.98124418
stipa_nayaa	5	0.15782625
stipa_nayaa	6	0.16134909
stipa_nayaa	7	0.10466676
stipa_nayaa	8	0.00118794
tai_durango_uno	1	0.06520526367190001
tai_durango_uno	2	0.447128164062
tai_durango_uno	3	0.0
tai_durango_uno	4	0.0
tai_durango_uno	5	0.148124453125
tai_durango_uno	6	0.708926015625
tai_durango_uno	7	0.0
tai_durango_uno	8	0.0
ticul_1	1	0.373724960938
ticul_1	2	0.439884960938
ticul_1	3	0.0
ticul_1	4	0.0
ticul_1	5	0.386599257812
ticul_1	6	0.432669335938
ticul_1	7	0.0
ticul_1	8	0.0
ventika	1	0.63756934
ventika	2	0.58611487
ventika	3	0.39502128
ventika	4	0.18449328
ventika	5	0.01595738
ventika	6	0.2391044
ventika	7	0.00028044
ventika	8	0.84379121
ventika_ii	1	0.63756934
ventika_ii	2	0.58611487
ventika_ii	3	0.39502128
ventika_ii	4	0.18449328
ventika_ii	5	0.01595738
ventika_ii	6	0.2391044
ventika_ii	7	0.00028044
ventika_ii	8	0.84379121
wind_lz1-proj1	1	0.021546
wind_lz1-proj1	2	0.049806
wind_lz1-proj1	3	0.020951499999999998
wind_lz1-proj1	4	0.158692
wind_lz1-proj1	5	0.0077545
wind_lz1-proj1	6	0.00301
wind_lz1-proj1	7	0.16882850000000002
wind_lz1-proj1	8	0.043757
wind_lz10-proj1	1	0.09289349999999999
wind_lz10-proj1	2	0.06607
wind_lz10-proj1	3	0.260908
wind_lz10-proj1	4	0.018274000000000002
wind_lz10-proj1	5	0.11504149999999999
wind_lz10-proj1	6	0.069953
wind_lz10-proj1	7	0.09539450000000001
wind_lz10-proj1	8	0.06566699999999999
wind_lz11-proj1	1	0.0218165
wind_lz11-proj1	2	0.0003035
wind_lz11-proj1	3	0.033241
wind_lz11-proj1	4	0.117846
wind_lz11-proj1	5	0.057604999999999996
wind_lz11-proj1	6	0.0155615
wind_lz11-proj1	7	0.0510445
wind_lz11-proj1	8	0.018672499999999998
wind_lz12-proj1	1	0.026249
wind_lz12-proj1	2	0.218734
wind_lz12-proj1	3	0.1987805
wind_lz12-proj1	4	0.030891500000000002
wind_lz12-proj1	5	0.10294149999999999
wind_lz12-proj1	6	0.09019500000000001
wind_lz12-proj1	7	0.0503275
wind_lz12-proj1	8	0.038114999999999996
wind_lz13-proj1	1	0.076413
wind_lz13-proj1	2	0.248984
wind_lz13-proj1	3	0.1808025
wind_lz13-proj1	4	0.028895499999999998
wind_lz13-proj1	5	0.1254665
wind_lz13-proj1	6	0.11382850000000001
wind_lz13-proj1	7	0.005516
wind_lz13-proj1	8	0.0574345
wind_lz14-proj1	1	0.22723049999999997
wind_lz14-proj1	2	0.3661875
wind_lz14-proj1	3	0.3120035
wind_lz14-proj1	4	0.2565285
wind_lz14-proj1	5	0.1204895
wind_lz14-proj1	6	0.26418200000000003
wind_lz14-proj1	7	0.0497815
wind_lz14-proj1	8	0.126336
wind_lz15-proj1	1	0.3750605
wind_lz15-proj1	2	0.41292049999999997
wind_lz15-proj1	3	0.43678599999999995
wind_lz15-proj1	4	0.4114545
wind_lz15-proj1	5	0.103078
wind_lz15-proj1	6	0.2687875
wind_lz15-proj1	7	0.23848699999999998
wind_lz15-proj1	8	0.1625875
wind_lz16-proj1	1	0.0894385
wind_lz16-proj1	2	0.0041435000000000005
wind_lz16-proj1	3	0.053829999999999996
wind_lz16-proj1	4	0.031350499999999996
wind_lz16-proj1	5	0.19980150000000002
wind_lz16-proj1	6	0.030519499999999998
wind_lz16-proj1	7	0.0720055
wind_lz16-proj1	8	0.0009494999999999999
wind_lz17-proj1	1	0.020196000000000002
wind_lz17-proj1	2	6.5000000000000004e-06
wind_lz17-proj1	3	0.03088
wind_lz17-proj1	4	0.20500749999999998
wind_lz17-proj1	5	0.01637
wind_lz17-proj1	6	0.009945
wind_lz17-proj1	7	0.048342
wind_lz17-proj1	8	0.0095075
wind_lz18-proj1	1	0.2249645
wind_lz18-proj1	2	0.1531315
wind_lz18-proj1	3	0.3110165
wind_lz18-proj1	4	0.26297800000000005
wind_lz18-proj1	5	0.0194895
wind_lz18-proj1	6	0.0687975
wind_lz18-proj1	7	0.155831
wind_lz18-proj1	8	0.01273
wind_lz19-proj1	1	0.1530535
wind_lz19-proj1	2	0.1609735
wind_lz19-proj1	3	0.36108049999999997
wind_lz19-proj1	4	0.24210900000000002
wind_lz19-proj1	5	0.0730155
wind_lz19-proj1	6	0.2159375
wind_lz19-proj1	7	0.10090650000000001
wind_lz19-proj1	8	0.027365499999999997
wind_lz2-proj1	1	0.000615
wind_lz2-proj1	2	0.002416
wind_lz2-proj1	3	0.009395
wind_lz2-proj1	4	0.0234935
wind_lz2-proj1	5	0.000202
wind_lz2-proj1	6	2.5e-06
wind_lz2-proj1	7	0.090787
wind_lz2-proj1	8	0.005753
wind_lz20-proj1	1	0.11141400000000001
wind_lz20-proj1	2	0.27486350000000004
wind_lz20-proj1	3	0.380758
wind_lz20-proj1	4	0.3589835
wind_lz20-proj1	5	0.0329665
wind_lz20-proj1	6	0.066497
wind_lz20-proj1	7	0.0961515
wind_lz20-proj1	8	0.05001
wind_lz21-proj1	1	0.1444505
wind_lz21-proj1	2	0.2140095
wind_lz21-proj1	3	0.28886100000000003
wind_lz21-proj1	4	0.1986255
wind_lz21-proj1	5	0.049263
wind_lz21-proj1	6	0.027248500000000002
wind_lz21-proj1	7	0.0564455
wind_lz21-proj1	8	0.0360995
wind_lz22-proj1	1	2.8999999999999997e-05
wind_lz22-proj1	2	5.1e-05
wind_lz22-proj1	3	0.0463915
wind_lz22-proj1	4	0.000307
wind_lz22-proj1	5	0.017600499999999998
wind_lz22-proj1	6	0.000146
wind_lz22-proj1	7	0.0366605
wind_lz22-proj1	8	2.2e-05
wind_lz23-proj1	1	0.0026550000000000002
wind_lz23-proj1	2	0.000334
wind_lz23-proj1	3	0.093071
wind_lz23-proj1	4	0.0125895
wind_lz23-proj1	5	0.0088765
wind_lz23-proj1	6	0.00042800000000000005
wind_lz23-proj1	7	0.014961000000000002
wind_lz23-proj1	8	0.049352
wind_lz24-proj1	1	0.0310425
wind_lz24-proj1	2	0.048307499999999996
wind_lz24-proj1	3	0.22231900000000002
wind_lz24-proj1	4	0.0863825
wind_lz24-proj1	5	0.0359275
wind_lz24-proj1	6	0.0499435
wind_lz24-proj1	7	0.11434100000000001
wind_lz24-proj1	8	0.096002
wind_lz25-proj1	1	0.0141885
wind_lz25-proj1	2	0.0448465
wind_lz25-proj1	3	0.18948199999999998
wind_lz25-proj1	4	0.0697045
wind_lz25-proj1	5	0.01248
wind_lz25-proj1	6	0.068267
wind_lz25-proj1	7	0.16130899999999998
wind_lz25-proj1	8	0.35021149999999995
wind_lz26-proj1	1	0.029324
wind_lz26-proj1	2	0.013894499999999999
wind_lz26-proj1	3	0.159356
wind_lz26-proj1	4	0.111516
wind_lz26-proj1	5	0.0050185
wind_lz26-proj1	6	0.0033195
wind_lz26-proj1	7	0.0062365
wind_lz26-proj1	8	0.12038199999999999
wind_lz27-proj1	1	0.0054175
wind_lz27-proj1	2	0.0
wind_lz27-proj1	3	0.097246
wind_lz27-proj1	4	0.023509
wind_lz27-proj1	5	0.027476499999999997
wind_lz27-proj1	6	0.000138
wind_lz27-proj1	7	0.0798025
wind_lz27-proj1	8	0.07219199999999999
wind_lz28-proj1	1	3.35e-05
wind_lz28-proj1	2	0.000124
wind_lz28-proj1	3	0.0288855
wind_lz28-proj1	4	0.010146500000000001
wind_lz28-proj1	5	0.000394
wind_lz28-proj1	6	0.0
wind_lz28-proj1	7	0.027942
wind_lz28-proj1	8	0.0031735
wind_lz29-proj1	1	0.0001405
wind_lz29-proj1	2	0.0
wind_lz29-proj1	3	0.063395
wind_lz29-proj1	4	0.010872
wind_lz29-proj1	5	0.00314
wind_lz29-proj1	6	0.0
wind_lz29-proj1	7	0.0858555
wind_lz29-proj1	8	0.008098000000000001
wind_lz3-proj1	1	0.008494
wind_lz3-proj1	2	0.005631499999999999
wind_lz3-proj1	3	0.046449000000000004
wind_lz3-proj1	4	0.00078
wind_lz3-proj1	5	0.007161
wind_lz3-proj1	6	0.0025275
wind_lz3-proj1	7	0.040863
wind_lz3-proj1	8	0.041148000000000004
wind_lz30-proj1	1	0.003438
wind_lz30-proj1	2	0.0294005
wind_lz30-proj1	3	0.1186085
wind_lz30-proj1	4	0.013184999999999999
wind_lz30-proj1	5	0.0097895
wind_lz30-proj1	6	0.002227
wind_lz30-proj1	7	0.020322999999999997
wind_lz30-proj1	8	0.076063
wind_lz31-proj1	1	6.15e-05
wind_lz31-proj1	2	0.0012365
wind_lz31-proj1	3	0.036761
wind_lz31-proj1	4	0.049573
wind_lz31-proj1	5	0.0016555
wind_lz31-proj1	6	1.5e-06
wind_lz31-proj1	7	0.0264315
wind_lz31-proj1	8	0.0506105
wind_lz32-proj1	1	0.0418565
wind_lz32-proj1	2	0.121511
wind_lz32-proj1	3	0.236222
wind_lz32-proj1	4	0.306976
wind_lz32-proj1	5	0.011558
wind_lz32-proj1	6	0.017113999999999997
wind_lz32-proj1	7	0.045117000000000004
wind_lz32-proj1	8	0.0376615
wind_lz33-proj1	1	0.0069175
wind_lz33-proj1	2	0.0529615
wind_lz33-proj1	3	0.31273449999999997
wind_lz33-proj1	4	0.46987700000000004
wind_lz33-proj1	5	0.00028250000000000004
wind_lz33-proj1	6	0.001056
wind_lz33-proj1	7	0.0894075
wind_lz33-proj1	8	0.000342
wind_lz34-proj1	1	0.00019250000000000002
wind_lz34-proj1	2	0.0014475
wind_lz34-proj1	3	0.09967100000000001
wind_lz34-proj1	4	0.0365695
wind_lz34-proj1	5	0.011778
wind_lz34-proj1	6	6.500000000000001e-05
wind_lz34-proj1	7	0.026619
wind_lz34-proj1	8	0.010756
wind_lz35-proj1	1	3.6e-05
wind_lz35-proj1	2	0.0
wind_lz35-proj1	3	0.1098335
wind_lz35-proj1	4	0.0020469999999999998
wind_lz35-proj1	5	0.0010995
wind_lz35-proj1	6	1e-06
wind_lz35-proj1	7	0.152471
wind_lz35-proj1	8	0.001034
wind_lz36-proj1	1	0.060523
wind_lz36-proj1	2	0.16004100000000002
wind_lz36-proj1	3	0.2607465
wind_lz36-proj1	4	0.406684
wind_lz36-proj1	5	0.22970349999999998
wind_lz36-proj1	6	0.1115115
wind_lz36-proj1	7	0.1301775
wind_lz36-proj1	8	0.049392
wind_lz37-proj1	1	0.0003105
wind_lz37-proj1	2	0.0001585
wind_lz37-proj1	3	0.120426
wind_lz37-proj1	4	0.235852
wind_lz37-proj1	5	0.12149549999999999
wind_lz37-proj1	6	0.025333500000000002
wind_lz37-proj1	7	0.093112
wind_lz37-proj1	8	0.056626499999999996
wind_lz38-proj1	1	0.020509
wind_lz38-proj1	2	0.0033590000000000004
wind_lz38-proj1	3	0.0274505
wind_lz38-proj1	4	0.132996
wind_lz38-proj1	5	0.12976849999999998
wind_lz38-proj1	6	0.1449395
wind_lz38-proj1	7	0.1300425
wind_lz38-proj1	8	0.10043350000000001
wind_lz39-proj1	1	6.3e-05
wind_lz39-proj1	2	0.01602
wind_lz39-proj1	3	0.0664875
wind_lz39-proj1	4	0.14897449999999998
wind_lz39-proj1	5	0.0233855
wind_lz39-proj1	6	0.0005595
wind_lz39-proj1	7	0.046408
wind_lz39-proj1	8	0.000968
wind_lz4-proj1	1	0.0423715
wind_lz4-proj1	2	0.0046585
wind_lz4-proj1	3	0.1004245
wind_lz4-proj1	4	0.0846255
wind_lz4-proj1	5	0.024587
wind_lz4-proj1	6	0.0136625
wind_lz4-proj1	7	0.08631649999999999
wind_lz4-proj1	8	0.1062365
wind_lz40-proj1	1	0.0785525
wind_lz40-proj1	2	0.18345799999999998
wind_lz40-proj1	3	0.292369
wind_lz40-proj1	4	0.42789099999999997
wind_lz40-proj1	5	0.2822615
wind_lz40-proj1	6	0.155607
wind_lz40-proj1	7	0.0934525
wind_lz40-proj1	8	0.0692315
wind_lz41-proj1	1	0.0601375
wind_lz41-proj1	2	0.095458
wind_lz41-proj1	3	0.0019135
wind_lz41-proj1	4	0.03634
wind_lz41-proj1	5	0.05210700000000001
wind_lz41-proj1	6	0.089125
wind_lz41-proj1	7	0.024696
wind_lz41-proj1	8	0.0377025
wind_lz42-proj1	1	0.066965
wind_lz42-proj1	2	0.0743405
wind_lz42-proj1	3	0.0033085000000000002
wind_lz42-proj1	4	0.0166505
wind_lz42-proj1	5	0.042324
wind_lz42-proj1	6	0.0549905
wind_lz42-proj1	7	0.0328385
wind_lz42-proj1	8	0.0740235
wind_lz43-proj1	1	0.08055599999999999
wind_lz43-proj1	2	0.053055
wind_lz43-proj1	3	0.0023025
wind_lz43-proj1	4	0.042317
wind_lz43-proj1	5	0.0506215
wind_lz43-proj1	6	0.028834
wind_lz43-proj1	7	0.0296435
wind_lz43-proj1	8	0.050615499999999994
wind_lz44-proj1	1	0.0669705
wind_lz44-proj1	2	0.046423
wind_lz44-proj1	3	0.016718
wind_lz44-proj1	4	0.044947
wind_lz44-proj1	5	0.0837505
wind_lz44-proj1	6	0.08503
wind_lz44-proj1	7	0.087214
wind_lz44-proj1	8	0.030601999999999997
wind_lz45-proj1	1	0.07955
wind_lz45-proj1	2	0.0837445
wind_lz45-proj1	3	0.0105745
wind_lz45-proj1	4	0.0419085
wind_lz45-proj1	5	0.0736605
wind_lz45-proj1	6	0.0426595
wind_lz45-proj1	7	0.016699000000000002
wind_lz45-proj1	8	0.060464
wind_lz46-proj1	1	0.0002965
wind_lz46-proj1	2	0.0047125
wind_lz46-proj1	3	0.0135055
wind_lz46-proj1	4	2.55e-05
wind_lz46-proj1	5	0.0184345
wind_lz46-proj1	6	0.034184
wind_lz46-proj1	7	0.1153675
wind_lz46-proj1	8	0.0528975
wind_lz47-proj1	1	0.0003015
wind_lz47-proj1	2	0.0197915
wind_lz47-proj1	3	0.0340335
wind_lz47-proj1	4	0.0005915
wind_lz47-proj1	5	0.05633250000000001
wind_lz47-proj1	6	0.0766845
wind_lz47-proj1	7	0.12150699999999999
wind_lz47-proj1	8	0.132373
wind_lz48-proj1	1	0.08804
wind_lz48-proj1	2	0.016335
wind_lz48-proj1	3	0.0238395
wind_lz48-proj1	4	0.005968
wind_lz48-proj1	5	1e-06
wind_lz48-proj1	6	0.000722
wind_lz48-proj1	7	0.0002935
wind_lz48-proj1	8	0.082012
wind_lz49-proj1	1	0.032042
wind_lz49-proj1	2	0.016722
wind_lz49-proj1	3	0.031070999999999998
wind_lz49-proj1	4	0.012579
wind_lz49-proj1	5	0.005615
wind_lz49-proj1	6	0.021166499999999998
wind_lz49-proj1	7	0.0003055
wind_lz49-proj1	8	0.128142
wind_lz5-proj1	1	0.106002
wind_lz5-proj1	2	0.0002715
wind_lz5-proj1	3	0.08380499999999999
wind_lz5-proj1	4	0.017897999999999997
wind_lz5-proj1	5	0.0066525
wind_lz5-proj1	6	0.001325
wind_lz5-proj1	7	0.1260085
wind_lz5-proj1	8	0.039644
wind_lz50-proj1	1	0.1303345
wind_lz50-proj1	2	0.035736500000000004
wind_lz50-proj1	3	0.0109325
wind_lz50-proj1	4	0.070756
wind_lz50-proj1	5	0.11884549999999999
wind_lz50-proj1	6	0.07613400000000001
wind_lz50-proj1	7	0.085374
wind_lz50-proj1	8	0.05848250000000001
wind_lz51-proj1	1	0.1351655
wind_lz51-proj1	2	0.07990549999999999
wind_lz51-proj1	3	0.002702
wind_lz51-proj1	4	0.12753599999999998
wind_lz51-proj1	5	0.1154215
wind_lz51-proj1	6	0.1074345
wind_lz51-proj1	7	0.0719865
wind_lz51-proj1	8	0.076289
wind_lz52-proj1	1	0.052561000000000004
wind_lz52-proj1	2	0.059159500000000004
wind_lz52-proj1	3	0.002455
wind_lz52-proj1	4	0.068686
wind_lz52-proj1	5	0.1585715
wind_lz52-proj1	6	0.072306
wind_lz52-proj1	7	0.022521
wind_lz52-proj1	8	0.13575
wind_lz53-proj1	1	0.07434199999999999
wind_lz53-proj1	2	0.049321
wind_lz53-proj1	3	0.065623
wind_lz53-proj1	4	0.0892905
wind_lz53-proj1	5	0.073529
wind_lz53-proj1	6	0.061284000000000005
wind_lz53-proj1	7	0.11988599999999999
wind_lz53-proj1	8	0.1683655
wind_lz6-proj1	1	0.0070495
wind_lz6-proj1	2	0.060195500000000006
wind_lz6-proj1	3	0.1226165
wind_lz6-proj1	4	0.056153499999999995
wind_lz6-proj1	5	0.012516
wind_lz6-proj1	6	0.0013775
wind_lz6-proj1	7	0.06626599999999999
wind_lz6-proj1	8	0.014961000000000002
wind_lz7-proj1	1	0.03879
wind_lz7-proj1	2	0.1315565
wind_lz7-proj1	3	0.0932075
wind_lz7-proj1	4	0.1775185
wind_lz7-proj1	5	0.0074885
wind_lz7-proj1	6	0.0107405
wind_lz7-proj1	7	0.2626
wind_lz7-proj1	8	0.253427
wind_lz8-proj1	1	0.299142
wind_lz8-proj1	2	0.054126
wind_lz8-proj1	3	0.0668375
wind_lz8-proj1	4	0.11637
wind_lz8-proj1	5	0.0874505
wind_lz8-proj1	6	0.046420499999999996
wind_lz8-proj1	7	0.1625315
wind_lz8-proj1	8	0.14993199999999998
wind_lz9-proj1	1	0.291168
wind_lz9-proj1	2	0.03096
wind_lz9-proj1	3	0.0012395
wind_lz9-proj1	4	0.030420999999999997
wind_lz9-proj1	5	0.343271
wind_lz9-proj1	6	0.0740535
wind_lz9-proj1	7	0.1371895
wind_lz9-proj1	8	0.231519
x-elio_conejo	1	0.142492958984
x-elio_conejo	2	0.634057265625
x-elio_conejo	3	0.0
x-elio_conejo	4	0.0
x-elio_conejo	5	0.20872675781199998
x-elio_conejo	6	0.717777109375
x-elio_conejo	7	0.0
x-elio_conejo	8	0.0
x-elio_mexsolar_1-2	1	0.221213027344
x-elio_mexsolar_1-2	2	0.596509765625
x-elio_mexsolar_1-2	3	0.0
x-elio_mexsolar_1-2	4	0.0
x-elio_mexsolar_1-2	5	0.285413046875
x-elio_mexsolar_1-2	6	0.634797929688
x-elio_mexsolar_1-2	7	0.0
x-elio_mexsolar_1-2	8	0.0
x-elio_xoxocotla	1	0.301230546875
x-elio_xoxocotla	2	0.59160140625
x-elio_xoxocotla	3	0.0
x-elio_xoxocotla	4	0.0
x-elio_xoxocotla	5	0.318416464844
x-elio_xoxocotla	6	0.6046015625
x-elio_xoxocotla	7	0.0
x-elio_xoxocotla	8	0.0
yuumiliik	1	0.05685866
yuumiliik	2	0.10016566
yuumiliik	3	0.06286093
yuumiliik	4	0.02595221
yuumiliik	5	0.03637805
yuumiliik	6	0.06175882
yuumiliik	7	0.07233048
yuumiliik	8	0.05778832
zuma_orejana	1	0.068976171875
zuma_orejana	2	0.413930078125
zuma_orejana	3	0.0
zuma_orejana	4	0.0
zuma_orejana	5	0.125182880859
zuma_orejana	6	0.490943203125
zuma_orejana	7	0.0
zuma_orejana	8	0.0
zuma_parque_ecologico_reynosa_1_4	1	0.70058039
zuma_parque_ecologico_reynosa_1_4	2	0.73043861
zuma_parque_ecologico_reynosa_1_4	3	0.51031746
zuma_parque_ecologico_reynosa_1_4	4	0.25097126
zuma_parque_ecologico_reynosa_1_4	5	0.29680951
zuma_parque_ecologico_reynosa_1_4	6	0.31197376
zuma_parque_ecologico_reynosa_1_4	7	0.01178875
zuma_parque_ecologico_reynosa_1_4	8	0.85706219
zuma_santa_maria	1	0.142492958984
zuma_santa_maria	2	0.634057265625
zuma_santa_maria	3	0.0
zuma_santa_maria	4	0.0
zuma_santa_maria	5	0.20872675781199998
zuma_santa_maria	6	0.717777109375
zuma_santa_maria	7	0.0
zuma_santa_maria	8	0.0
