project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
eoliatec_del_istmo,eolic,02-oriental,0.0,0,0.0,,0.0,164.0,,49.2,1836.0,24.963,340,operational,,,40-ixtepec
eoliatec_del_pacifico,eolic,02-oriental,0.0,0,0.0,,0.0,160.0,,48.0,1836.0,24.963,341,operational,,,40-ixtepec
eolica_de_arriaga,eolic,02-oriental,0.0,0,0.0,,0.0,32.0,,9.6,1836.0,24.963,342,operational,,,39-grijalva
eolica_el_retiro,eolic,02-oriental,0.0,0,0.0,,0.0,74.0,,22.2,1836.0,24.963,343,operational,,,40-ixtepec
eolica_los_altos,eolic,03-occidental,0.0,0,0.0,,0.0,50.4,,7.6,1836.0,24.963,344,operational,,,24-aguascalientes
eolica_santa_catarina,eolic,06-noreste,0.0,0,0.0,,0.0,22.0,,5.5,1836.0,24.963,345,operational,,,16-monterrey
eolica_zopiloapan,eolic,02-oriental,0.0,0,0.0,,0.0,70.0,,21.0,1836.0,24.963,346,operational,,,40-ixtepec
eurus,eolic,02-oriental,0.0,0,0.0,,0.0,250.5,,75.1,1836.0,24.963,347,operational,,,40-ixtepec
fermicaise,internal_combustion_natural_gas,01-central,10.6,0,3.16,,7.4,9.6,,8.8,2960.0,28.044,348,operational,g,natural_gas,31-central
fersinsa_gb,gas_turbine_natural_gas,06-noreste,17.0,0,3.19,,5.5,6.0,,5.9,1059.0,28.477,349,operational,g_ahnrr,natural_gas,17-saltillo
ford_motor_company,internal_combustion_diesel,05-norte,11.2,0,3.16,,7.4,9.6,,8.8,2960.0,28.044,350,operational,d_naciona,diesel,09-chihuahua
fuerza_eolica_del_istmo,eolic,02-oriental,0.0,0,0.0,,0.0,80.0,,24.0,1836.0,24.963,351,operational,,,40-ixtepec
fuerza_y_energia_bii_hioxo,eolic,02-oriental,0.0,0,0.0,,0.0,234.0,,70.1,1836.0,24.963,352,operational,,,40-ixtepec
fuerza_y_energia_de_naco-nogales,combined_cycle_natural_gas,04-noroeste,6.5,0,4.43,,7.7,50.0,,48.5,1404.0,24.585,353,operational,zzon_noro,natural_gas,02-cananea
fuerza_y_energia_de_norte_durango,combined_cycle_natural_gas,05-norte,7.0,0,4.43,,7.7,30.0,,29.1,1404.0,24.585,354,operational,zzon_nort,natural_gas,10-durango
fundilag_hierro,internal_combustion_diesel,05-norte,11.0,0,3.16,,7.4,2.025,,1.9,2960.0,28.044,355,operational,d_naciona,diesel,11-laguna
ganaderia_integral_sk,internal_combustion_diesel,06-noreste,12.1,0,3.16,,7.4,2.98,,2.7,2960.0,28.044,356,operational,d_naciona,diesel,16-monterrey
ganaderia_integral_vizur,internal_combustion_diesel,04-noroeste,10.7,0,3.16,,7.4,2.98,,2.7,2960.0,28.044,357,operational,d_naciona,diesel,05-culiacan
gcoradora_la_paz,internal_combustion_diesel,03-occidental,10.3,0,3.16,,7.4,13.0,,11.9,2960.0,28.044,358,operational,d_naciona,diesel,25-san_luis_potosi
gcoradora_petrocel,thermal_fuel_oil,06-noreste,9.6,0,3.94,,7.1,16.38,,15.4,2018.0,44.254,359,operational,c_n_alta,fuel_oil,19-huasteca
gcoradora_pondercel,thermal_fuel_oil,05-norte,20.0,0,3.94,,7.1,65.0,,60.9,2018.0,44.254,360,operational,c_n_chih,fuel_oil,09-chihuahua
gcoradora_solar_apaseo,solar,03-occidental,0.0,0,0.0,,0.0,0.97608,,1.0,2128.0,19.0,361,operational,,,30-queretaro
geotermica_para_el_desarrollo,geothermal,03-occidental,0.0,0,0.06,,14.1,52.0,,48.8,2261.0,111.839,362,operational,,,23-guadalajara
portezuelo_ii,hydroelectric,02-oriental,0.0,0,0.0,,1.0,4.05,,1.6,2891.0,30.576,363,operational,,,34-puebla
gollek_interamerica,internal_combustion_diesel,06-noreste,10.3,0,3.16,,7.4,2.8,,2.6,2960.0,28.044,364,operational,d_naciona,diesel,16-monterrey
goplas,internal_combustion_natural_gas,01-central,10.2,0,3.16,,7.4,1.426,,1.3,2960.0,28.044,365,operational,g,natural_gas,31-central
graftech_mexico,internal_combustion_diesel,06-noreste,8.2,0,3.16,,7.4,14.0,,12.8,2960.0,28.044,366,operational,d_naciona,diesel,16-monterrey
gresaise,gas_turbine_natural_gas,02-oriental,13.5,0,3.19,,5.5,5.197,,5.1,1059.0,28.477,367,operational,g_slorp,natural_gas,34-puebla
grupo_celanese_complejo_ocot,thermal_fuel_oil,03-occidental,9.6,0,3.94,,7.1,13.3,,12.5,2018.0,44.254,368,operational,c_n_sala,fuel_oil,23-guadalajara
gs_energia,gas_turbine_natural_gas,03-occidental,11.8,0,3.19,,5.5,0.946,,0.9,1059.0,28.477,369,operational,g_petsal,natural_gas,28-carapan
harinera_la_espiga,internal_combustion_natural_gas,01-central,9.2,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,370,operational,g,natural_gas,31-central
portezuelo_i,hydroelectric,02-oriental,0.0,0,0.0,,1.0,8.4,,1.5,2891.0,30.576,371,operational,,,34-puebla
ixtaczoquitlan,hydroelectric,02-oriental,0.0,0,0.0,,1.0,1.2,,1.2,2891.0,30.576,372,operational,,,36-temascal
texolo,hydroelectric,02-oriental,0.0,0,0.0,,1.0,9.15,,1.2,2891.0,30.576,373,operational,,,33-veracruz
hidrorizaba,hydroelectric,02-oriental,0.0,0,0.0,,1.0,4.44,,1.2,2891.0,30.576,374,operational,,,33-veracruz
electroquimica,hydroelectric,06-noreste,0.0,0,0.0,,1.0,1.6,,1.1,2891.0,30.576,375,operational,,,18-valles
huixtla_energia,bioenergy_diesel,02-oriental,54.6,0,15.0,,7.1,12.0,,11.2,1980.0,60.0,376,operational,d_naciona,diesel,39-grijalva
iberdrola_energia_la_laguna,combined_cycle_natural_gas,05-norte,8.8,0,4.43,,7.7,101.27,,98.1,1404.0,24.585,377,operational,zzon_nort,natural_gas,11-laguna
iberdrola_energia_monterrey,combined_cycle_natural_gas,06-noreste,7.3,0,2.96,,7.7,659.2,,641.4,807.0,16.98,378,operational,g_ahnrr,natural_gas,16-monterrey
iberdrola_energia_tamazunchale_v,combined_cycle_natural_gas,06-noreste,7.2,0,4.43,,7.7,80.0,,77.5,1404.0,24.585,379,operational,gn_tamazu,natural_gas,20-tamazunchale
impulsora_mexicana_de_energia,internal_combustion_diesel,06-noreste,10.3,0,8.01,,7.4,24.0,,22.0,2706.0,61.852,380,operational,d_naciona,diesel,16-monterrey
industrial_papelera_mexicana,gas_turbine_natural_gas,03-occidental,13.8,0,3.19,,5.5,8.32,,8.1,1059.0,28.477,381,operational,g_petsal,natural_gas,28-carapan
industrias_derivadas_del_etileno,thermal_natural_gas,02-oriental,9.6,0,3.94,,7.1,1.5,,1.4,2018.0,44.254,382,operational,g_slorp,natural_gas,37-coatzacoalcos
industrias_quimicas_falcon_de_mexico,gas_turbine_diesel,01-central,14.7,0,3.08,,5.5,5.0,,4.9,1035.0,20.058,383,operational,d_naciona,diesel,31-central
ingenio_la_gloria,bioenergy_fuel_oil,02-oriental,51.2,0,15.0,,7.1,52.5,,49.2,1980.0,60.0,384,operational,c_n_tuxp,fuel_oil,33-veracruz
ingenio_san_miguel_del_naranjo,bioenergy_diesel,03-occidental,38.9,0,15.0,,7.1,9.3,,8.7,1980.0,60.0,385,operational,d_naciona,diesel,25-san_luis_potosi
ingenio_san_nicolas,bioenergy_diesel,02-oriental,26.9,0,15.0,,7.1,14.4,,13.5,1980.0,60.0,386,operational,d_naciona,diesel,37-coatzacoalcos
innophos_fosfatados_de_mexico_aut,internal_combustion_natural_gas,02-oriental,13.4,0,3.16,,7.4,15.7,,14.4,2960.0,28.044,387,operational,g_slorp,natural_gas,37-coatzacoalcos
instituto_de_investigaciones_electricas,eolic,02-oriental,0.0,0,0.0,,0.0,0.3,,0.1,1836.0,24.963,388,operational,,,40-ixtepec
italaise,gas_turbine_natural_gas,03-occidental,13.1,0,3.19,,5.5,5.197,,5.1,1059.0,28.477,389,operational,g_sauzqro,natural_gas,30-queretaro
iusasol_base,solar,01-central,0.0,0,0.0,,0.0,0.92,,0.9,2128.0,19.0,390,operational,,,31-central
kellogg_de_mexico,internal_combustion_natural_gas,03-occidental,11.2,0,3.16,,7.4,6.165,,5.6,2960.0,28.044,391,operational,g_sauzqro,natural_gas,30-queretaro
kimberly-clark_de_mexico,thermal_natural_gas,02-oriental,9.6,0,3.94,,7.1,10.0,,9.4,2018.0,44.254,392,operational,g_slorp,natural_gas,36-temascal
laboratorios_sophia,internal_combustion_natural_gas,03-occidental,12.5,0,3.16,,7.4,2.055,,1.9,2960.0,28.044,393,operational,g_sauzqro,natural_gas,23-guadalajara
laminas_acanaladas_infinita,gas_turbine_natural_gas,01-central,15.5,0,3.19,,5.5,6.0,,5.9,1059.0,28.477,394,operational,g_central,natural_gas,31-central
lorean_energy_group,bioenergy_natural_gas,06-noreste,10.3,0,15.0,,7.4,2.122,,1.9,1980.0,60.0,395,operational,g_ahnrr,natural_gas,17-saltillo
mabe_mexico_planta_sal,internal_combustion_diesel,06-noreste,10.3,0,3.16,,7.4,8.517,,7.8,2960.0,28.044,396,operational,d_naciona,diesel,17-saltillo
magnelec,combined_cycle_natural_gas,05-norte,9.5,0,4.43,,7.7,16.2,,15.7,1404.0,24.585,397,operational,g_ahnrr,natural_gas,09-chihuahua
maquilas_teta_kawi,internal_combustion_diesel,04-noroeste,13.3,0,3.16,,7.4,1.11,,1.0,2960.0,28.044,398,operational,d_naciona,diesel,03-obregon
met-_mex_penoles,thermal_natural_gas,05-norte,9.6,0,3.94,,7.1,7.0,,6.6,2018.0,44.254,399,operational,g_ahnrr,natural_gas,11-laguna
mexicana_de_cobre,thermal_fuel_oil,04-noroeste,8.6,0,3.94,,7.1,36.5,,34.2,2018.0,44.254,400,operational,c_n_chih,fuel_oil,02-cananea
papelera_veracruzana,hydroelectric,00-autoabasto,0.0,0,0.0,,1.0,30.0,,1.0,2891.0,30.576,401,operational,,,00-autoabasto_local
mexichem_resinas_vinilicas,combined_cycle_natural_gas,06-noreste,18.3,0,4.43,,7.7,16.359,,15.9,1404.0,24.585,402,operational,gn_altam,natural_gas,19-huasteca
mexico_carbon_manufacturing,thermal_natural_gas,06-noreste,11.3,0,3.94,,7.1,4.0,,3.8,2018.0,44.254,403,operational,gn_altam,natural_gas,19-huasteca
mexico_gcoradora_de_energia,combined_cycle_natural_gas,04-noroeste,7.9,0,2.96,,7.7,530.0,,515.7,807.0,16.98,404,operational,zzon_noro,natural_gas,02-cananea
minas_de_la_alta_pimeria,internal_combustion_diesel,04-noroeste,13.2,0,3.16,,7.4,9.125,,8.4,2960.0,28.044,405,operational,d_naciona,diesel,03-obregon
minera_real_de_angeles_unida,internal_combustion_diesel,05-norte,10.7,0,8.01,,7.4,24.0,,22.0,2706.0,61.852,406,operational,d_naciona,diesel,09-chihuahua
mission_hills,gas_turbine_natural_gas,03-occidental,31.3,0,3.19,,5.5,7.52,,7.3,1059.0,28.477,407,operational,g_petsal,natural_gas,30-queretaro
municipio_de_mexicali,eolic,08-baja_california,0.0,0,0.0,,0.0,10.0,,2.5,1836.0,24.963,408,operational,,,46-tijuana
papelera_industrial_potosina,combined_cycle_natural_gas,03-occidental,16.8,0,4.43,,7.7,6.53,,6.3,1404.0,24.585,409,operational,g_petsal,natural_gas,25-san_luis_potosi
parque_de_tecnologia_electronica,internal_combustion_diesel,03-occidental,10.3,0,3.16,,7.4,7.0,,6.4,2960.0,28.044,410,operational,d_naciona,diesel,23-guadalajara
parques_ecologicos_de_mexico,eolic,02-oriental,0.0,0,0.0,,0.0,79.9,,23.9,1836.0,24.963,411,operational,,,40-ixtepec
pe_ingenio,eolic,02-oriental,0.0,0,0.0,,0.0,49.5,,14.8,1836.0,24.963,412,operational,,,40-ixtepec
pemex_gas_y_petroquimica_basica_complejo_pro,thermal_natural_gas,02-oriental,23.6,0,3.94,,7.1,16.0,,15.0,2018.0,44.254,413,operational,g_slorp,natural_gas,32-poza_rica
pemex-gas_y_petroquimica_basica_complejo_pro_1,gas_turbine_natural_gas,02-oriental,18.1,0,3.19,,5.5,59.0,,57.5,1059.0,28.477,414,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_2,gas_turbine_natural_gas,02-oriental,18.8,0,3.19,,5.5,22.245,,21.7,1059.0,28.477,415,operational,g_2boca,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro__3_,cogen_natural_gas,02-oriental,10.8,0,3.05,,7.7,367.4,,356.4,866.0,17.017,416,operational,gn_tuxp,natural_gas,38-tabasco
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur,gas_turbine_natural_gas,06-noreste,28.8,0,3.19,,5.5,19.5,,19.0,1059.0,28.477,417,operational,g_ahnrr,natural_gas,21-guemez
pemex-gas_y_petroquimicabasica_complejo_pro_cactus,gas_turbine_natural_gas,02-oriental,16.7,0,4.12,,5.5,120.7,,119.3,1063.0,35.183,418,operational,g_slorp,natural_gas,38-tabasco
pemex-petroquimica_comp_petro_pajaritos,gas_turbine_natural_gas,02-oriental,15.4,0,3.19,,5.5,58.5,,57.0,1059.0,28.477,419,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_cos,gas_turbine_natural_gas,02-oriental,40.2,0,3.19,,5.5,59.6,,58.1,1059.0,28.477,420,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-petroquimica_complejo_petroquimico_ind,thermal_natural_gas,02-oriental,9.1,0,3.94,,7.1,54.0,,50.6,2018.0,44.254,421,operational,g_slorp,natural_gas,34-puebla
pemex-petroquimica_complejo_petroquimico_mor,combined_cycle_natural_gas,02-oriental,15.2,0,4.43,,7.7,172.0,,166.7,1404.0,24.585,422,operational,gn_tuxp,natural_gas,37-coatzacoalcos
pemex-refinacion_ing_antonio_m_amor,thermal_natural_gas,03-occidental,32.6,0,3.13,,7.1,142.75,,133.6,1607.0,35.183,423,operational,g_petsal,natural_gas,26-salamanca
pemex-refinacion_refineria_francisco_i_made,thermal_natural_gas,06-noreste,22.2,0,3.13,,7.1,129.0,,120.7,1607.0,35.183,424,operational,gn_altam,natural_gas,19-huasteca
pemex-refinacion_refineria_gcoral_lazaro_ca,thermal_natural_gas,02-oriental,15.3,0,3.94,,7.1,64.0,,60.0,2018.0,44.254,425,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_gcoral_lazaro_ca_proy,thermal_natural_gas,02-oriental,22.6,0,3.94,,7.1,40.0,,37.5,2018.0,44.254,426,operational,g_slorp,natural_gas,37-coatzacoalcos
pemex-refinacion_refineria_ing_antonio_dova,thermal_natural_gas,02-oriental,9.3,0,3.94,,7.1,115.2,,107.9,2018.0,44.254,427,operational,g_ahnrr,natural_gas,36-temascal
pemex-refinacion_refineria_ing_hector_lara,thermal_natural_gas,06-noreste,13.1,0,3.94,,7.1,79.0,,74.0,2018.0,44.254,428,operational,g_ahnrr,natural_gas,16-monterrey
pemex-refinacion_refineria_miguel_hidalgo,thermal_fuel_oil,01-central,25.2,0,3.13,,7.1,133.7,,125.1,1607.0,35.183,429,operational,c_n_tula,fuel_oil,31-central
piasa_cogcoracion,bioenergy_diesel,02-oriental,24.8,0,15.0,,7.1,40.0,,37.5,1980.0,60.0,430,operational,d_naciona,diesel,36-temascal
pier_ii_quecholac_felipe_angeles,eolic,02-oriental,0.0,0,0.0,,0.0,66.0,,19.8,1836.0,24.963,431,operational,,,32-poza_rica
plamex,solar,08-baja_california,0.0,0,0.0,,0.0,1.04,,1.0,2128.0,19.0,432,operational,,,46-tijuana
polimeros_y_derivados_planta,internal_combustion_diesel,03-occidental,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,433,operational,d_naciona,diesel,24-aguascalientes
polioles,thermal_natural_gas,01-central,11.1,0,3.94,,7.1,2.5,,2.3,2018.0,44.254,434,operational,g_central,natural_gas,31-central
posco_mexico,internal_combustion_natural_gas,06-noreste,9.8,0,3.16,,7.4,21.0,,19.2,2960.0,28.044,435,operational,gn_tamazu,natural_gas,19-huasteca
hidroelectrica_cajon_de_pena,hydroelectric,03-occidental,0.0,0,0.0,,1.0,19.73,,0.9,2891.0,30.576,436,operational,,,27-manzanillo
tirio,hydroelectric,03-occidental,0.0,0,0.0,,1.0,11.3,,0.8,2891.0,30.576,437,operational,,,28-carapan
procter_&_gamble_manufactura,combined_cycle_natural_gas,02-oriental,8.3,0,4.43,,7.7,59.8,,58.0,1404.0,24.585,438,operational,g_slorp,natural_gas,34-puebla
procter_&_gamble_manufactura_talisman,gas_turbine_natural_gas,01-central,9.6,0,3.19,,5.5,6.5,,6.3,1059.0,28.477,439,operational,g_central,natural_gas,31-central
productora_de_papel,combined_cycle_natural_gas,06-noreste,18.6,0,4.43,,7.7,18.0,,17.4,1404.0,24.585,440,operational,g_ahnrr,natural_gas,16-monterrey
productora_nacional_de_papel,internal_combustion_fuel_oil,03-occidental,35.2,0,3.16,,7.4,17.088,,15.6,2960.0,28.044,441,operational,c_n_vrey,fuel_oil,25-san_luis_potosi
productos_farmaceuticos_plan,internal_combustion_diesel,03-occidental,10.0,0,3.16,,7.4,4.0,,3.7,2960.0,28.044,442,operational,d_naciona,diesel,24-aguascalientes
proteinas_naturales,gas_turbine_natural_gas,06-noreste,19.4,0,3.19,,5.5,6.0,,5.9,1059.0,28.477,443,operational,g_ahnrr,natural_gas,16-monterrey
bartolinas,hydroelectric,03-occidental,0.0,0,0.0,,1.0,19.0,,0.6,2891.0,30.576,444,operational,,,28-carapan
sabritas,internal_combustion_diesel,04-noroeste,10.3,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,445,operational,d_naciona,diesel,03-obregon
sales_del_istmo_coatzacoalcos,internal_combustion_diesel,02-oriental,10.3,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,446,operational,d_naciona,diesel,37-coatzacoalcos
santa_rosalia_de_la_chontalpa,bioenergy_diesel,02-oriental,23.0,0,15.0,,7.1,25.2,,23.6,1980.0,60.0,447,operational,d_naciona,diesel,38-tabasco
servicios_comerciales_de_energia,solar,09-baja_california_sur-la_paz,0.0,0,0.0,,0.0,30.0,,30.0,2128.0,19.0,448,operational,,,51-la_paz
silices_de_veracruz,internal_combustion_diesel,02-oriental,9.3,0,3.16,,7.4,7.3,,6.7,2960.0,28.044,449,operational,d_naciona,diesel,33-veracruz
sky_eps_supply_sm,cogen_natural_gas,02-oriental,10.3,0,3.05,,7.4,20.4,,18.7,866.0,17.017,450,operational,gn_tuxp,natural_gas,34-puebla
sky_eps_supply,cogen_natural_gas,02-oriental,11.9,0,3.05,,7.4,27.2,,24.9,866.0,17.017,451,operational,g_slorp,natural_gas,34-puebla
sociedad_autoabastecedora_de_energia_verde_de,bioenergy_natural_gas,03-occidental,11.1,0,15.0,,7.4,2.62,,2.4,1980.0,60.0,452,operational,g_sauzqro,natural_gas,24-aguascalientes
sony_nuevo_laredo,internal_combustion_natural_gas,06-noreste,14.6,0,3.16,,7.4,2.055,,1.9,2960.0,28.044,453,operational,gn_altam,natural_gas,13-nuevo_laredo
stipa_nayaa,eolic,02-oriental,0.0,0,0.0,,0.0,74.0,,22.2,1836.0,24.963,454,operational,,,40-ixtepec
styrolution_mexicana,gas_turbine_natural_gas,06-noreste,14.0,0,3.19,,5.5,10.6,,10.3,1059.0,28.477,455,operational,gn_altam,natural_gas,19-huasteca
tablex_miller,internal_combustion_diesel,04-noroeste,12.1,0,3.16,,7.4,1.26,,1.2,2960.0,28.044,456,operational,d_naciona,diesel,03-obregon
tai_durango_uno,solar,05-norte,0.0,0,0.0,,0.0,15.63,,15.6,2128.0,19.0,457,operational,,,10-durango
tala_electric,bioenergy_diesel,03-occidental,27.5,0,15.0,,7.1,25.0,,23.4,1980.0,60.0,458,operational,d_naciona,diesel,23-guadalajara
termoelectrica_del_golfo,fluidized_bed_coal,03-occidental,9.8,0,2.53,,6.4,290.0,,277.5,1757.0,35.219,459,operational,coque,coal,25-san_luis_potosi
termoelectrica_penoles,fluidized_bed_coal,03-occidental,10.0,0,2.53,,6.4,290.0,,277.5,1757.0,35.219,460,operational,coque,coal,25-san_luis_potosi
tlalnepantla_cogcoracion,gas_turbine_natural_gas,01-central,12.0,0,3.19,,5.5,28.0,,27.3,1059.0,28.477,461,operational,g_central,natural_gas,31-central
tmq_gcoracion_energia_renovable,bioenergy_natural_gas,03-occidental,10.3,0,15.0,,7.4,1.373,,1.3,1980.0,60.0,462,operational,g_sauzqro,natural_gas,30-queretaro
tractebel_energia_de_monterrey,combined_cycle_natural_gas,06-noreste,8.4,0,3.02,,7.7,284.016,,276.6,834.0,17.314,463,operational,g_ahnrr,natural_gas,16-monterrey
tractebel_energia_de_panuco,gas_turbine_natural_gas,06-noreste,12.2,0,3.19,,5.5,27.53,,27.2,1059.0,28.477,464,operational,gn_altam,natural_gas,19-huasteca
transformadora_de_energia_electrica_de_juarez,bioenergy_natural_gas,05-norte,9.7,0,15.0,,7.4,6.4,,5.9,1980.0,60.0,465,operational,zzon_nort,natural_gas,07-juarez
urrea_herramientas_profesionales,gas_turbine_natural_gas,03-occidental,9.6,0,3.19,,5.5,1.0,,1.0,1059.0,28.477,466,operational,g_petsal,natural_gas,23-guadalajara
ventika_ii,eolic,06-noreste,0.0,0,0.0,,0.0,126.0,,31.5,1836.0,24.963,467,operational,,,14-reynosa
ventika,eolic,06-noreste,0.0,0,0.0,,0.0,126.0,,31.5,1836.0,24.963,468,operational,,,14-reynosa
zacapu_power,thermal_fuel_oil,03-occidental,6.6,0,3.94,,7.1,10.0,,9.4,2018.0,44.254,469,operational,c_n_petacal,fuel_oil,30-queretaro
abbott_laboratories_de_mexico,gas_turbine_natural_gas,00-autoabasto,15.9,0,3.19,,5.5,6.3,,6.1,1059.0,28.477,470,operational,g_central,natural_gas,00-autoabasto_local
aes_merida_iii,combined_cycle_natural_gas,00-autoabasto,7.2,0,4.43,,7.7,15.0,,14.5,1404.0,24.585,471,operational,g_penin,natural_gas,00-autoabasto_local
agnico_eagle_mexico_proyecto,internal_combustion_diesel,00-autoabasto,12.8,0,3.16,,7.4,3.65,,3.3,2960.0,28.044,472,operational,d_naciona,diesel,00-autoabasto_local
agnico_sonora,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,6.15,,5.6,2960.0,28.044,473,operational,d_naciona,diesel,00-autoabasto_local
agroindustrias_del_balsas,thermal_fuel_oil,00-autoabasto,9.6,0,3.94,,7.1,15.0,,14.1,2018.0,44.254,474,operational,c_n_petacal,fuel_oil,00-autoabasto_local
agropecuaria_la_nortenita,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,475,operational,d_naciona,diesel,00-autoabasto_local
akra_polyester,thermal_natural_gas,00-autoabasto,9.6,0,3.94,,7.1,13.9,,13.0,2018.0,44.254,476,operational,gn_altam,natural_gas,00-autoabasto_local
alambres_procesados_industriales,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,477,operational,d_naciona,diesel,00-autoabasto_local
alfa_corporativo,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,1.98,,1.8,2960.0,28.044,478,operational,d_naciona,diesel,00-autoabasto_local
arcelormittal_las_truchas,thermal_fuel_oil,00-autoabasto,24.5,0,3.94,,7.1,21.6,,20.2,2018.0,44.254,479,operational,c_n_petacal,fuel_oil,00-autoabasto_local
arcelormittal_lazaro_cardenas,thermal_natural_gas,00-autoabasto,15.4,0,3.94,,7.1,40.0,,37.5,2018.0,44.254,480,operational,g_petsal,natural_gas,00-autoabasto_local
atlatec_planta_el_ahogado,bioenergy_natural_gas,00-autoabasto,13.7,0,15.0,,5.5,2.83,,2.8,1980.0,60.0,481,operational,g_petsal,natural_gas,00-autoabasto_local
auma,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,2.055,,1.9,2960.0,28.044,482,operational,zzon_nort,natural_gas,00-autoabasto_local
azinsa_aluminio,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.0,,0.9,2960.0,28.044,483,operational,d_naciona,diesel,00-autoabasto_local
azsuremex,bioenergy_fuel_oil,00-autoabasto,183.0,0,15.0,,7.1,2.5,,2.3,1980.0,60.0,484,operational,c_n_poza,fuel_oil,00-autoabasto_local
becton_dickinson_de_mexico,internal_combustion_natural_gas,00-autoabasto,11.3,0,3.16,,7.4,6.54,,6.0,2960.0,28.044,485,operational,g,natural_gas,00-autoabasto_local
benef_espanola_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,486,operational,d_naciona,diesel,00-autoabasto_local
bepensa_bebidas,internal_combustion_diesel,00-autoabasto,22.2,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,487,operational,d_penins,diesel,00-autoabasto_local
bimbo_planta_bimbo_de_baja_c,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.55,,2.3,2960.0,28.044,488,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_marinela_de_baj,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.2,,1.1,2960.0,28.044,489,operational,d_bcn,diesel,00-autoabasto_local
bimbo_planta_tijuana,internal_combustion_diesel,00-autoabasto,14.1,0,3.16,,7.4,1.6,,1.5,2960.0,28.044,490,operational,d_bcn,diesel,00-autoabasto_local
bio_pappel_planta_atenqui,thermal_diesel,00-autoabasto,11.3,0,3.94,,7.1,15.5,,14.5,2018.0,44.254,491,operational,d_naciona,diesel,00-autoabasto_local
bridgestone_de_mexico,internal_combustion_diesel,00-autoabasto,17.7,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,492,operational,d_naciona,diesel,00-autoabasto_local
bticino_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.0,,0.9,2960.0,28.044,493,operational,d_naciona,diesel,00-autoabasto_local
cargill_de_mexico,gas_turbine_natural_gas,00-autoabasto,8.9,0,3.19,,5.5,7.52,,7.3,1059.0,28.477,494,operational,g_central,natural_gas,00-autoabasto_local
celulosa_y_papel_de_michoacan,thermal_fuel_oil,00-autoabasto,9.6,0,3.94,,7.1,7.0,,6.6,2018.0,44.254,495,operational,c_n_petacal,fuel_oil,00-autoabasto_local
central_motzorongo,bioenergy_fuel_oil,00-autoabasto,41.2,0,15.0,,7.1,20.0,,18.7,1980.0,60.0,496,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
cerveceria_cuauhtemoc_moctezuma_planta_puebla,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.5,,2.3,2960.0,28.044,497,operational,d_naciona,diesel,00-autoabasto_local
micos,hydroelectric,06-noreste,0.0,0,0.0,,1.0,10.0,,0.5,2891.0,30.576,498,operational,,,18-valles
cerveceria_modelo_de_guadalajara,thermal_natural_gas,00-autoabasto,10.2,0,3.94,,7.1,6.5,,6.1,2018.0,44.254,499,operational,g_petsal,natural_gas,00-autoabasto_local
cerveceria_modelo,thermal_natural_gas,00-autoabasto,18.1,0,3.94,,7.1,19.0,,17.8,2018.0,44.254,500,operational,g_central,natural_gas,00-autoabasto_local
cinemex_aragon,internal_combustion_diesel,00-autoabasto,13.7,0,3.16,,7.4,0.563,,0.5,2960.0,28.044,501,operational,d_naciona,diesel,00-autoabasto_local
cinemex_coacalco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.525,,0.5,2960.0,28.044,502,operational,d_naciona,diesel,00-autoabasto_local
