project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
vitracoat_pinturas_en_polvo,internal_combustion_diesel,00-autoabasto,16.1,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,800,operational,d_naciona,diesel,00-autoabasto_local
wabash_technologies_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.05,,1.0,2960.0,28.044,801,operational,d_bcn,diesel,00-autoabasto_local
yoggo_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.0,,0.9,2960.0,28.044,802,operational,d_naciona,diesel,00-autoabasto_local
cbio_pp_04,bioenergy_natural_gas,07-peninsular,9.6,0,15.0,,7.1,0.75,2016,0.7,1980.0,60.0,819,firm_project,g_penin,natural_gas,42-merida
ccar_cfe_01,carboelectric_coal,06-noreste,8.6,0,2.38,,6.4,120.0,2019,114.8,1392.0,32.883,828,rehabilitation_modernization,ca_rioes,coal,12-rio_escondido
ccc_aut_05,combined_cycle_natural_gas,06-noreste,6.9,0,2.73,,7.7,360.0,2016,350.6,777.0,15.553,833,firm_project,gn_altam,natural_gas,21-guemez
ccc_aut_06,combined_cycle_natural_gas,06-noreste,6.9,0,3.02,,7.7,303.0,2016,295.1,834.0,17.314,834,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_aut_07,combined_cycle_natural_gas,06-noreste,6.5,0,2.69,,7.7,949.0,2016,920.5,764.0,15.029,835,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_cfe_01,combined_cycle_natural_gas,04-noroeste,7.3,0,2.73,,7.7,405.04,2016,394.1,777.0,15.553,842,firm_project,zzon_noro,natural_gas,02-cananea
ccc_cfe_12,combined_cycle_natural_gas,08-baja_california,6.9,0,3.02,,7.7,322.66,2019,314.3,834.0,17.314,843,firm_project,g_i_noro,natural_gas,49-san_luis_rio_colorado
ccc_cfe_02,combined_cycle_natural_gas,01-central,6.9,0,2.96,,7.7,660.15,2017,642.3,807.0,16.98,844,firm_project,g,natural_gas,31-central
ccc_cfe_04,combined_cycle_natural_gas,04-noroeste,6.4,0,2.77,,7.7,792.4,2017,770.2,785.0,15.741,845,firm_project,zzon_noro,natural_gas,03-obregon
ccc_cfe_07,combined_cycle_natural_gas,04-noroeste,6.3,0,2.77,,7.7,813.96,2018,791.2,785.0,15.741,846,firm_project,zzon_noro,natural_gas,03-obregon
ccc_cfe_19,combined_cycle_natural_gas,03-occidental,6.6,0,2.88,,7.7,859.88,2019,835.8,805.0,16.367,847,firm_project,g_sauzqro,natural_gas,23-guadalajara
ccc_cfe_09,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.2,0,4.43,,7.7,112.9,2018,109.4,1404.0,24.585,848,firm_project,g_i_noro,natural_gas,51-la_paz
ccc_cfe_14,combined_cycle_natural_gas,05-norte,6.5,0,2.69,,7.7,939.1,2019,910.9,764.0,15.029,849,firm_project,zzon_nort,natural_gas,11-laguna
ccc_cfe_20,combined_cycle_natural_gas,04-noroeste,6.6,0,2.77,,7.7,796.3,2020,774.0,785.0,15.741,850,firm_project,zzon_noro,natural_gas,06-mazatlan
ccc_cfe_17,combined_cycle_natural_gas,07-peninsular,6.9,0,2.96,,7.7,507.09,2020,493.4,807.0,16.98,851,firm_project,g_penin,natural_gas,42-merida
ccc_cfe_21,combined_cycle_natural_gas,03-occidental,6.6,0,2.77,,7.7,717.18,2020,697.1,785.0,15.741,852,firm_project,g_sauzqro,natural_gas,26-salamanca
ccc_cfe_10,combined_cycle_natural_gas,03-occidental,6.6,0,2.77,,7.7,812.27,2019,789.5,785.0,15.741,853,firm_project,g_sauzqro,natural_gas,25-san_luis_potosi
ccc_cfe_05,combined_cycle_natural_gas,01-central,6.1,0,2.96,,7.7,632.95,2017,615.2,807.0,16.98,854,firm_project,g,natural_gas,31-central
ccc_cfe_03,combined_cycle_natural_gas,02-oriental,6.9,0,3.02,,7.7,242.51,2016,236.2,834.0,17.314,869,rehabilitation_modernization,g_tuxpoz,natural_gas,32-poza_rica
ccc_cfe_06,combined_cycle_natural_gas,01-central,7.3,0,2.96,,7.7,564.68,2017,550.0,807.0,16.98,870,rehabilitation_modernization,g_slorp,natural_gas,31-central
ccc_gen_01,combined_cycle_natural_gas,03-occidental,6.9,0,2.88,,7.7,874.5,2019,850.9,805.0,16.367,872,firm_project,g_petsal,natural_gas,23-guadalajara
ccc_gen_02,combined_cycle_natural_gas,06-noreste,6.5,0,2.69,,7.7,1000.0,2019,970.0,764.0,15.029,873,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_gen_03,combined_cycle_natural_gas,06-noreste,6.5,0,2.69,,7.7,1013.0,2020,982.6,764.0,15.029,874,firm_project,gn_tamazu,natural_gas,20-tamazunchale
ccc_otr_01,combined_cycle_natural_gas,08-baja_california,7.2,0,4.43,,7.7,9.0,2016,8.7,1404.0,24.585,875,firm_project,g_i_noro,natural_gas,48-mexicali
ccc_otr_02,combined_cycle_natural_gas,04-noroeste,7.2,0,4.43,,7.7,112.0,2017,108.5,1404.0,24.585,876,firm_project,zzon_noro,natural_gas,03-obregon
ccc_otr_03,combined_cycle_natural_gas,06-noreste,6.6,0,2.73,,7.7,450.0,2018,437.0,765.0,15.471,877,firm_project,gn_tamazu,natural_gas,20-tamazunchale
ccc_01,combined_cycle_natural_gas,08-baja_california,6.5,0,3.02,,7.7,301.85,2016,294.0,834.0,17.314,885,firm_project,g_i_jovibn,natural_gas,47-ensenada
ccc_03,combined_cycle_natural_gas,06-noreste,6.2,0,2.88,,7.7,883.66,2018,857.2,805.0,16.367,886,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_06,combined_cycle_natural_gas,04-noroeste,6.6,0,2.77,,7.7,800.39,2019,778.0,785.0,15.741,887,firm_project,zzon_noro,natural_gas,04-los_mochis
ccc_02,combined_cycle_natural_gas,05-norte,6.4,0,2.69,,7.7,931.86,2017,906.7,764.0,15.029,888,firm_project,zzon_nort,natural_gas,07-juarez
ccc_04,combined_cycle_natural_gas,04-noroeste,6.9,0,2.96,,7.7,684.36,2019,665.9,807.0,16.98,889,firm_project,zzon_noro,natural_gas,04-los_mochis
ccc_pp_01,combined_cycle_natural_gas,04-noroeste,7.2,0,4.43,,7.7,29.94,2017,29.0,1404.0,24.585,890,firm_project,zzon_noro,natural_gas,01-hermosillo
cce_cog_10,cogen_natural_gas,02-oriental,6.9,0,3.05,,7.7,261.276,2017,254.5,866.0,17.017,892,firm_project,g_tuxpoz,natural_gas,38-tabasco
cce_cog_01,cogen_natural_gas,03-occidental,10.3,0,3.05,,7.4,2.7,2016,2.5,866.0,17.017,893,firm_project,g_sauzqro,natural_gas,30-queretaro
cce_cog_02,cogen_natural_gas,02-oriental,7.2,0,3.05,,7.7,170.0,2016,164.7,866.0,17.017,894,firm_project,g_slorp,natural_gas,37-coatzacoalcos
cce_cog_03,cogen_natural_gas,02-oriental,7.2,0,3.05,,7.7,144.95,2016,140.5,866.0,17.017,895,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos
cce_cog_04,cogen_natural_gas,06-noreste,7.2,0,3.05,,7.7,60.1,2016,58.2,866.0,17.017,896,firm_project,g_ahnrr,natural_gas,17-saltillo
cce_cog_05,cogen_natural_gas,06-noreste,10.3,0,3.05,,7.4,0.857,2016,0.8,866.0,17.017,897,firm_project,g_ahnrr,natural_gas,17-saltillo
cce_cog_06,cogen_natural_gas,01-central,9.6,0,3.05,,5.5,41.8,2016,40.8,866.0,17.017,898,firm_project,g_slorp,natural_gas,31-central
cce_cog_12,cogen_natural_gas,06-noreste,6.7,0,3.05,,7.7,380.0,2020,368.6,866.0,17.017,899,firm_project,g_ahnrr,natural_gas,16-monterrey
cce_cog_13,cogen_natural_gas,02-oriental,6.9,0,8.62,,7.7,515.0,2020,501.1,3290.0,76.58,900,firm_project,g_tuxpoz,natural_gas,36-temascal
cce_cog_14,cogen_natural_gas,01-central,6.9,0,8.62,,7.7,638.0,2020,620.8,3290.0,76.58,901,firm_project,g_central,natural_gas,31-central
cce_cog_08,cogen_natural_gas,02-oriental,9.6,0,3.05,,5.5,64.0,2016,62.4,866.0,17.017,902,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos
cce_cog_09,cogen_natural_gas,04-noroeste,7.2,0,3.05,,7.7,30.0,2016,29.1,866.0,17.017,903,firm_project,zzon_noro,natural_gas,02-cananea
cce_gen_01,cogen_natural_gas,02-oriental,6.9,0,7.58,,7.7,680.0,2017,661.6,3011.0,65.46,948,firm_project,g_tuxpoz,natural_gas,38-tabasco
cci_aut_04,internal_combustion_diesel,06-noreste,8.0,0,8.01,,7.4,135.0,2016,130.1,2706.0,61.852,991,firm_project,d_naciona,diesel,12-rio_escondido
cci_cfe_01,internal_combustion_fuel_oil,09-baja_california_sur-la_paz,8.0,0,8.01,,7.4,48.64,2016,46.9,2706.0,61.852,1003,firm_project,c_n_vizc,fuel_oil,51-la_paz
cci_cfe_04,internal_combustion_fuel_oil,09-baja_california_sur-la_paz,8.0,0,8.01,,7.4,43.84,2018,42.3,2706.0,61.852,1004,firm_project,c_n_vizc,fuel_oil,51-la_paz
cci_cfe_02,internal_combustion_fuel_oil,10-baja_california_sur-mulege,9.1,0,3.16,,7.4,11.45,2016,11.0,2960.0,28.044,1005,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_cfe_03,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,3.16,,7.4,8.22,2016,7.5,2960.0,28.044,1006,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_cfe_05,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,3.16,,7.4,14.21,2018,13.0,2960.0,28.044,1007,firm_project,c_n_vizc,fuel_oil,53-mulege
cci_gen_01,internal_combustion_natural_gas,05-norte,10.3,0,3.16,,7.4,8.0,2016,7.3,2960.0,28.044,1008,firm_project,zzon_nort,natural_gas,09-chihuahua
cci_gen_02,internal_combustion_natural_gas,03-occidental,10.3,0,3.16,,7.4,2.657,2016,2.4,2960.0,28.044,1009,firm_project,g_sauzqro,natural_gas,30-queretaro
ce_aut_74,eolic,02-oriental,0.0,0,0.0,,0.0,200.0,2019,59.9,1836.0,24.963,1023,firm_project,,,40-ixtepec
ce_aut_45,eolic,06-noreste,0.0,0,0.0,,0.0,100.0,2020,25.0,1836.0,24.963,1024,firm_project,,,15-matamoros
ce_aut_34,eolic,06-noreste,0.0,0,0.0,,0.0,140.0,2020,35.0,1836.0,24.963,1025,firm_project,,,15-matamoros
ce_aut_46,eolic,06-noreste,0.0,0,0.0,,0.0,60.0,2020,15.0,1836.0,24.963,1026,firm_project,,,15-matamoros
ce_aut_75,eolic,06-noreste,0.0,0,0.0,,0.0,84.0,2020,21.0,1836.0,24.963,1027,firm_project,,,15-matamoros
ce_aut_47,eolic,06-noreste,0.0,0,0.0,,0.0,60.0,2020,15.0,1836.0,24.963,1028,firm_project,,,15-matamoros
ce_aut_04,eolic,06-noreste,0.0,0,0.0,,0.0,50.0,2016,12.5,1836.0,24.963,1029,firm_project,,,21-guemez
ce_aut_48,eolic,06-noreste,0.0,0,0.0,,0.0,66.0,2020,16.5,1836.0,24.963,1030,firm_project,,,15-matamoros
ce_aut_07,eolic,06-noreste,0.0,0,0.0,,0.0,50.0,2016,12.5,1836.0,24.963,1031,firm_project,,,21-guemez
ce_aut_49,eolic,06-noreste,0.0,0,0.0,,0.0,117.0,2020,29.2,1836.0,24.963,1032,firm_project,,,21-guemez
ce_aut_36,eolic,02-oriental,0.0,0,0.0,,0.0,100.0,2019,30.0,1836.0,24.963,1033,firm_project,,,40-ixtepec
ce_aut_37,eolic,02-oriental,0.0,0,0.0,,0.0,300.0,2019,89.9,1836.0,24.963,1034,firm_project,,,40-ixtepec
ce_aut_39,eolic,06-noreste,0.0,0,0.0,,0.0,171.0,2020,42.7,1836.0,24.963,1035,firm_project,,,15-matamoros
ce_aut_61,eolic,02-oriental,0.0,0,0.0,,0.0,396.0,2018,118.7,1836.0,24.963,1036,firm_project,,,40-ixtepec
ce_aut_25,eolic,03-occidental,0.0,0,0.0,,0.0,129.0,2016,19.3,1836.0,24.963,1037,firm_project,,,24-aguascalientes
ce_aut_72,eolic,03-occidental,0.0,0,0.0,,0.0,71.0,2017,10.6,1836.0,24.963,1038,firm_project,,,24-aguascalientes
ce_aut_58,eolic,02-oriental,0.0,0,0.0,,0.0,200.0,2019,59.9,1836.0,24.963,1039,firm_project,,,40-ixtepec
ce_aut_13,eolic,06-noreste,0.0,0,0.0,,0.0,200.6,2016,50.1,1836.0,24.963,1040,firm_project,,,17-saltillo
ce_aut_71,eolic,02-oriental,0.0,0,0.0,,0.0,19.965,2016,6.0,1836.0,24.963,1041,firm_project,,,39-grijalva
ce_aut_17,eolic,03-occidental,0.0,0,0.0,,0.0,180.0,2016,27.0,1836.0,24.963,1042,firm_project,,,24-aguascalientes
ce_aut_53,eolic,06-noreste,0.0,0,0.0,,0.0,168.0,2020,42.0,1836.0,24.963,1043,firm_project,,,15-matamoros
ce_aut_54,eolic,06-noreste,0.0,0,0.0,,0.0,73.0,2020,18.2,1836.0,24.963,1044,firm_project,,,21-guemez
ce_aut_55,eolic,06-noreste,0.0,0,0.0,,0.0,60.0,2020,15.0,1836.0,24.963,1045,firm_project,,,21-guemez
ce_aut_40,eolic,06-noreste,0.0,0,0.0,,0.0,57.0,2020,14.2,1836.0,24.963,1046,firm_project,,,21-guemez
ce_aut_41,eolic,06-noreste,0.0,0,0.0,,0.0,57.0,2020,14.2,1836.0,24.963,1047,firm_project,,,21-guemez
ce_aut_56,eolic,06-noreste,0.0,0,0.0,,0.0,145.0,2020,36.2,1836.0,24.963,1048,firm_project,,,21-guemez
ce_aut_33,eolic,06-noreste,0.0,0,0.0,,0.0,70.0,2016,17.5,1836.0,24.963,1049,firm_project,,,17-saltillo
ce_aut_73,eolic,06-noreste,0.0,0,0.0,,0.0,70.0,2017,17.5,1836.0,24.963,1050,firm_project,,,17-saltillo
ce_aut_44,eolic,02-oriental,0.0,0,0.0,,0.0,70.0,2019,21.0,1836.0,24.963,1051,firm_project,,,40-ixtepec
energia_renovable_de_la_peninsula,eolic,07-peninsular,0.0,0,0.0,,0.0,90.0,2018,27.7,1836.0,24.963,1096,auction_projects,,,42-merida
pe_el_cortijo,eolic,06-noreste,0.0,0,0.0,,0.0,168.0,2018,42.0,1836.0,24.963,1097,auction_projects,,,14-reynosa
ce_cfe_02,eolic,02-oriental,0.0,0,0.0,,0.0,285.29,2019,85.5,1836.0,24.963,1098,firm_project,,,40-ixtepec
ce_cfe_03,eolic,02-oriental,0.0,0,0.0,,0.0,300.3,2019,90.0,1836.0,24.963,1099,firm_project,,,40-ixtepec
ce_gen_02,eolic,02-oriental,0.0,0,0.0,,0.0,50.4,2019,15.1,1836.0,24.963,1104,firm_project,,,32-poza_rica
ce_gen_01,eolic,03-occidental,0.0,0,0.0,,0.0,70.0,2017,10.5,1836.0,24.963,1105,firm_project,,,24-aguascalientes
ce_otr_07,eolic,02-oriental,0.0,0,0.0,,0.0,110.0,2019,33.0,1836.0,24.963,1123,firm_project,,,40-ixtepec
ce_otr_01,eolic,03-occidental,0.0,0,0.0,,0.0,100.0,2017,15.0,1836.0,24.963,1124,firm_project,,,25-san_luis_potosi
ce_otr_08,eolic,03-occidental,0.0,0,0.0,,0.0,200.0,2019,30.0,1836.0,24.963,1125,firm_project,,,25-san_luis_potosi
ce_otr_09,eolic,02-oriental,0.0,0,0.0,,0.0,150.0,2019,45.0,1836.0,24.963,1126,firm_project,,,40-ixtepec
ce_otr_10,eolic,09-baja_california_sur-la_paz,0.0,0,0.0,,0.0,50.0,2019,12.5,1836.0,24.963,1127,firm_project,,,51-la_paz
ce_otr_02,eolic,06-noreste,0.0,0,0.0,,0.0,300.0,2017,74.9,1836.0,24.963,1128,firm_project,,,18-valles
ce_otr_05,eolic,06-noreste,0.0,0,0.0,,0.0,95.7,2018,23.9,1836.0,24.963,1129,firm_project,,,18-valles
ce_otr_06,eolic,03-occidental,0.0,0,0.0,,0.0,200.0,2018,30.0,1836.0,24.963,1130,firm_project,,,24-aguascalientes
parque_eolico_chabacal,eolic,07-peninsular,0.0,0,0.0,,0.0,30.0,2018,9.0,1836.0,24.963,1131,auction_projects,,,42-merida
parque_eolico_tizimin,eolic,07-peninsular,0.0,0,0.0,,0.0,76.0,2018,22.8,1836.0,24.963,1132,auction_projects,,,42-merida
ce_pie_01,eolic,02-oriental,0.0,0,0.0,,0.0,202.2,2019,60.6,1836.0,24.963,1133,firm_project,,,36-temascal
ce_pie_02,eolic,02-oriental,0.0,0,0.0,,0.0,300.3,2019,90.0,1836.0,24.963,1134,firm_project,,,36-temascal
ce_pie_03,eolic,02-oriental,0.0,0,0.0,,0.0,300.3,2019,90.0,1836.0,24.963,1135,firm_project,,,36-temascal
ce_pp_01,eolic,07-peninsular,0.0,0,0.0,,0.0,30.0,2016,9.0,1836.0,24.963,1136,firm_project,,,42-merida
ce_pp_03,eolic,03-occidental,0.0,0,0.0,,0.0,30.0,2016,4.5,1836.0,24.963,1137,firm_project,,,25-san_luis_potosi
parque_eolico_chabacal_ii,eolic,07-peninsular,0.0,0,0.0,,0.0,30.0,2018,9.0,1836.0,24.963,1147,auction_projects,,,42-merida
cg_cfe_04,geothermal,03-occidental,0.0,0,0.06,,14.1,26.62,2018,25.0,1821.0,87.118,1151,firm_project,,,28-carapan
cg_cfe_05,geothermal,03-occidental,0.0,0,0.06,,14.1,26.62,2019,25.0,1821.0,87.118,1152,firm_project,,,23-guadalajara
cg_cfe_02,geothermal,02-oriental,0.0,0,0.06,,14.1,26.62,2016,25.0,1821.0,87.118,1153,firm_project,,,34-puebla
cg_cfe_03,geothermal,10-baja_california_sur-mulege,0.0,0,0.06,,14.1,2.0,2017,1.9,1821.0,87.118,1154,firm_project,,,53-mulege
ch_aut_28,hydroelectric,02-oriental,0.0,0,0.0,,1.0,8.3,2017,6.4,2891.0,30.576,1166,firm_project,,,32-poza_rica
ch_aut_27,hydroelectric,03-occidental,0.0,0,0.0,,1.0,24.0,2016,18.4,2891.0,30.576,1167,firm_project,,,22-tepic
ch_cfe_01,hydroelectric,02-oriental,0.0,0,0.0,,1.0,241.21,2018,187.2,1173.0,25.244,1208,firm_project,,,39-grijalva
ch_cfe_03,hydroelectric,02-oriental,0.0,0,0.0,,1.0,0.0,2018,0.0,2891.0,30.576,1218,rehabilitation_modernization,,,36-temascal
ch_pp_09,hydroelectric,02-oriental,0.0,0,0.0,,1.0,29.59,2016,22.7,2891.0,30.576,1239,firm_project,,,33-veracruz
ch_pp_13,hydroelectric,02-oriental,0.0,0,0.0,,1.0,6.2,2017,4.8,2891.0,30.576,1240,firm_project,,,32-poza_rica
ch_pp_11,hydroelectric,03-occidental,0.0,0,0.0,,1.0,6.0,2016,4.6,2891.0,30.576,1241,firm_project,,,23-guadalajara
ch_pp_12,hydroelectric,03-occidental,0.0,0,0.0,,1.0,8.0,2016,6.1,2891.0,30.576,1242,firm_project,,,23-guadalajara
cn_cfe_01,nuclear_uranium,02-oriental,10.3,0,2.25,,11.4,110.0,2016,106.2,4746.0,98.09,1269,rehabilitation_modernization,nuc,uranium,33-veracruz
cs_aut_01,solar,01-central,0.0,0,0.0,,0.0,20.0,2016,20.0,2128.0,19.0,1275,firm_project,,,31-central
cs_aut_10,solar,05-norte,0.0,0,0.0,,0.0,20.0,2016,20.0,2128.0,19.0,1276,firm_project,,,08-moctezuma
cs_aut_19,solar,05-norte,0.0,0,0.0,,0.0,20.0,2017,6.4,2128.0,19.0,1277,firm_project,,,08-moctezuma
cs_cfe_02,solar,10-baja_california_sur-mulege,0.0,0,0.0,,0.0,4.0,2017,4.0,2128.0,19.0,1342,firm_project,,,53-mulege
cs_gen_01,solar,05-norte,0.0,0,0.0,,0.0,150.0,2017,150.0,2128.0,19.0,1343,firm_project,,,11-laguna
cs_otr_01,solar,07-peninsular,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1369,firm_project,,,44-chetumal
cs_otr_11,solar,06-noreste,0.0,0,0.0,,0.0,125.0,2018,125.0,2128.0,19.0,1370,firm_project,,,16-monterrey
cs_otr_12,solar,04-noroeste,0.0,0,0.0,,0.0,125.0,2018,125.0,2128.0,19.0,1371,firm_project,,,01-hermosillo
cs_otr_02,solar,05-norte,0.0,0,0.0,,0.0,50.0,2016,50.0,2128.0,19.0,1372,firm_project,,,10-durango
cs_otr_03,solar,06-noreste,0.0,0,0.0,,0.0,100.0,2016,100.0,2128.0,19.0,1373,firm_project,,,17-saltillo
cs_otr_06,solar,06-noreste,0.0,0,0.0,,0.0,100.0,2017,100.0,2128.0,19.0,1374,firm_project,,,17-saltillo
cs_otr_17,solar,06-noreste,0.0,0,0.0,,0.0,100.0,2018,100.0,2128.0,19.0,1375,firm_project,,,17-saltillo
cs_otr_04,solar,07-peninsular,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1376,firm_project,,,44-chetumal
cs_otr_05,solar,06-noreste,0.0,0,0.0,,0.0,10.0,2016,10.0,2128.0,19.0,1377,firm_project,,,21-guemez
aguascalientes_potencia_1,solar,03-occidental,0.0,0,0.0,,0.0,63.0,2018,63.0,2128.0,19.0,1378,auction_projects,,,24-aguascalientes
parque_solar_don_jose,solar,03-occidental,0.0,0,0.0,,0.0,207.0,2018,207.0,2128.0,19.0,1379,auction_projects,,,30-queretaro
parque_solar_villanueva_3,solar,05-norte,0.0,0,0.0,,0.0,250.0,2018,250.0,2128.0,19.0,1380,auction_projects,,,11-laguna
parque_solar_villanueva,solar,05-norte,0.0,0,0.0,,0.0,330.0,2018,330.0,2128.0,19.0,1381,auction_projects,,,11-laguna
concunul,solar,07-peninsular,0.0,0,0.0,,0.0,70.0,2018,70.0,2128.0,19.0,1382,auction_projects,,,42-merida
las_viborilas,solar,03-occidental,0.0,0,0.0,,0.0,100.0,2018,100.0,2128.0,19.0,1383,auction_projects,,,24-aguascalientes
san_ignacio,solar,07-peninsular,0.0,0,0.0,,0.0,18.0,2018,18.0,2128.0,19.0,1384,auction_projects,,,42-merida
kambul,solar,07-peninsular,0.0,0,0.0,,0.0,30.0,2018,30.0,2128.0,19.0,1385,auction_projects,,,42-merida
guajiro_2,solar,03-occidental,0.0,0,0.0,,0.0,100.0,2018,100.0,2128.0,19.0,1386,auction_projects,,,30-queretaro
ticul_1,solar,07-peninsular,0.0,0,0.0,,0.0,500.0,2018,500.0,2128.0,19.0,1387,auction_projects,,,42-merida
cs_pp_05,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1388,firm_project,,,24-aguascalientes
cs_pp_06,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1389,firm_project,,,24-aguascalientes
cs_pp_08,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1390,firm_project,,,24-aguascalientes
cs_pp_09,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1391,firm_project,,,24-aguascalientes
cs_pp_10,solar,04-noroeste,0.0,0,0.0,,0.0,20.0,2016,20.0,2128.0,19.0,1392,firm_project,,,02-cananea
cs_pp_12,solar,05-norte,0.0,0,0.0,,0.0,29.36,2017,29.4,2128.0,19.0,1393,firm_project,,,09-chihuahua
cs_pp_55,solar,05-norte,0.0,0,0.0,,0.0,29.36,2017,29.4,2128.0,19.0,1394,firm_project,,,07-juarez
cs_pp_01,solar,07-peninsular,0.0,0,0.0,,0.0,18.0,2017,18.0,2128.0,19.0,1395,firm_project,,,42-merida
cs_pp_13,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1396,firm_project,,,01-hermosillo
cs_pp_40,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1397,firm_project,,,01-hermosillo
cs_pp_14,solar,04-noroeste,0.0,0,0.0,,0.0,29.136,2016,29.1,2128.0,19.0,1398,firm_project,,,01-hermosillo
cs_pp_56,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1399,firm_project,,,30-queretaro
cs_pp_41,solar,05-norte,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1400,firm_project,,,09-chihuahua
cs_pp_42,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1401,firm_project,,,01-hermosillo
cs_pp_43,solar,05-norte,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1402,firm_project,,,08-moctezuma
cs_pp_16,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2017,30.0,2128.0,19.0,1403,firm_project,,,01-hermosillo
cs_pp_44,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1404,firm_project,,,30-queretaro
cs_pp_45,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1405,firm_project,,,30-queretaro
cs_pp_46,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1406,firm_project,,,03-obregon
cs_pp_17,solar,09-baja_california_sur-la_paz,0.0,0,0.0,,0.0,25.0,2016,25.0,2128.0,19.0,1407,firm_project,,,51-la_paz
cs_pp_47,solar,03-occidental,0.0,0,0.0,,0.0,14.385,2016,14.4,2128.0,19.0,1408,firm_project,,,23-guadalajara
cs_pp_48,solar,03-occidental,0.0,0,0.0,,0.0,14.385,2016,14.4,2128.0,19.0,1409,firm_project,,,23-guadalajara
cs_pp_18,solar,09-baja_california_sur-la_paz,0.0,0,0.0,,0.0,5.0,2016,5.0,2128.0,19.0,1410,firm_project,,,51-la_paz
cs_pp_21,solar,04-noroeste,0.0,0,0.0,,0.0,26.66,2016,26.7,2128.0,19.0,1411,firm_project,,,01-hermosillo
cs_pp_49,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1412,firm_project,,,30-queretaro
cs_pp_50,solar,05-norte,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1413,firm_project,,,09-chihuahua
cs_pp_51,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1414,firm_project,,,01-hermosillo
cs_pp_52,solar,06-noreste,0.0,0,0.0,,0.0,29.36,2016,29.4,2128.0,19.0,1415,firm_project,,,12-rio_escondido
cs_pp_24,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1416,firm_project,,,01-hermosillo
cs_pp_113,solar,04-noroeste,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1417,firm_project,,,01-hermosillo
cs_pp_53,solar,03-occidental,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1418,firm_project,,,25-san_luis_potosi
cs_pp_114,solar,05-norte,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1419,firm_project,,,08-moctezuma
cs_pp_25,solar,05-norte,0.0,0,0.0,,0.0,10.0,2016,10.0,2128.0,19.0,1420,firm_project,,,10-durango
cs_pp_02,solar,05-norte,0.0,0,0.0,,0.0,15.0,2016,15.0,2128.0,19.0,1421,firm_project,,,10-durango
cs_pp_03,solar,05-norte,0.0,0,0.0,,0.0,30.0,2016,30.0,2128.0,19.0,1422,firm_project,,,10-durango
cs_pp_26,solar,05-norte,0.0,0,0.0,,0.0,6.25,2016,6.3,2128.0,19.0,1423,firm_project,,,10-durango
