GENERATIONS_PROJECT	gen_tech	gen_load_zone	gen_connect_cost_per_mw	gen_full_load_heat_rate	proj_variable_o_m	gen_capacity_limit_mw	gen_energy_source	gen_variable_om	gen_min_build_capacity	gen_scheduled_outage_rate	gen_forced_outage_rate	gen_max_age	gen_unit_size	proj_ccs_capture_efficiency	proj_ccs_energy_load	gen_storage_efficiency	proj_store_to_release_ratio	gen_is_variable	gen_is_baseload	gen_is_cogen
guaymas_ii_u2	thermal_fuel_oil	03-obregon	99048.565	9.70277118	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
guaymas_ii_u3	thermal_fuel_oil	03-obregon	99048.565	9.70277118	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
guaymas_ii_u4	thermal_fuel_oil	03-obregon	99048.565	9.70277118	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
guerrero_negro	gas_turbine_diesel	53-mulege	99048.565	24.97565175	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
guerrero_negro_eolica	wind	53-mulege	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
guerrero_negro_ii	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
guerrero_negro_ii_tgmovil	gas_turbine_diesel	53-mulege	99048.565	24.97565175	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
harinera_la_espiga	internal_combustion_natural_gas	31-central	99048.565	8.265323602	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
hermosillo	combined_cycle_natural_gas	01-hermosillo	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
hidroelectrica_arco_iris	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
hidroelectrica_cajon_de_pena	hydroelectric	27-manzanillo	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
hidroelectricidad_del_pacifico	hydroelectric	27-manzanillo	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
hidrorizaba	hydroelectric	33-veracruz	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
hidrorizaba_ii	hydroelectric	33-veracruz	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
holbox	internal_combustion_fuel_oil	43-cancun	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
huicot	internal_combustion_fuel_oil	22-tepic	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
huinala	combined_cycle_natural_gas	16-monterrey	99048.565	8.804366445	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
huinala_ii	combined_cycle_natural_gas	16-monterrey	99048.565	5.92947128	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
huinala_tg	gas_turbine_natural_gas	16-monterrey	99048.565	10.15197355	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
huites	hydroelectric	03-obregon	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
huixtla_energia	bioenergy_diesel	39-grijalva	99048.565	49.05289877	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
humaya	hydroelectric	05-culiacan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
iberdrola_energia_la_laguna	combined_cycle_natural_gas	11-laguna	99048.565	7.905961706	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
iberdrola_energia_monterrey	combined_cycle_natural_gas	16-monterrey	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
iberdrola_energia_tamazunchale_v	combined_cycle_natural_gas	20-tamazunchale	99048.565	6.468514123	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
ienova_rumorosa_solar	solar	47-ensenada	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
ienova_tepezala_2	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
impulsora_mexicana_de_energia	internal_combustion_diesel	16-monterrey	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
industrial_caborca_u1	gas_turbine_diesel	01-hermosillo	99048.565	18.5969781	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
industrial_caborca_u2	gas_turbine_diesel	01-hermosillo	99048.565	18.5969781	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
industrial_juarez	gas_turbine_natural_gas	07-juarez	99048.565	17.15953052	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
industrial_papelera_mexicana	gas_turbine_natural_gas	28-carapan	99048.565	12.3979854	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
industrias_derivadas_del_etileno	thermal_natural_gas	37-coatzacoalcos	99048.565	8.624685497	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
industrias_quimicas_falcon_de_mexico	gas_turbine_diesel	31-central	99048.565	13.20654967	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
infiernillo	hydroelectric	29-lazaro_cardenas	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
ingenio_la_gloria	bioenergy_fuel_oil	33-veracruz	99048.565	45.99832266	3.94	.	fuel_oil	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
ingenio_san_miguel_del_naranjo	bioenergy_diesel	25-san_luis_potosi	99048.565	34.94794436	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
ingenio_san_nicolas	bioenergy_diesel	37-coatzacoalcos	99048.565	24.16708749	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
innophos_fosfatados_de_mexico_aut	internal_combustion_natural_gas	37-coatzacoalcos	99048.565	12.03862351	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
instituto_de_investigaciones_electricas	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
intermedia	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
italaise	gas_turbine_natural_gas	30-queretaro	99048.565	11.76910208	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
itzicuaro	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
iusasol_base	solar	31-central	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
ixtaczoquitlan	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
iztapalapa_lyfc	gas_turbine_natural_gas	31-central	99048.565	8.984047394	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
jumatan	hydroelectric	22-tepic	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
kambul	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
kellogg_de_mexico	internal_combustion_natural_gas	30-queretaro	99048.565	10.06213308	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
kimberly-clark_de_mexico	thermal_natural_gas	36-temascal	99048.565	8.624685497	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
la_amistad	hydroelectric	12-rio_escondido	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
la_laguna_ii	combined_cycle_natural_gas	11-laguna	99048.565	7.187237915	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
la_laguna_u1_tg	gas_turbine_natural_gas	11-laguna	99048.565	17.51889241	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_laguna_u2_tg	gas_turbine_natural_gas	11-laguna	99048.565	17.51889241	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_laguna_u3_tg	gas_turbine_natural_gas	11-laguna	99048.565	17.51889241	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_laguna_u4_tg	gas_turbine_natural_gas	11-laguna	99048.565	17.51889241	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_mata_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
la_paz_tg1	gas_turbine_diesel	51-la_paz	99048.565	16.35096625	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_paz_tg2	gas_turbine_diesel	51-la_paz	99048.565	16.35096625	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
la_venta_i-ii	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
la_venta_iii_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
la_yesca	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
laboratorios_sophia	internal_combustion_natural_gas	23-guadalajara	99048.565	11.23005924	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
laguna_verde_central	nuclear_uranium	33-veracruz	99048.565	9.343409289	2.25	.	uranium	2.25	0	0.1068	0.1068	60	.	.	.	.	.	0	1	0
laminas_acanaladas_infinita	gas_turbine_natural_gas	31-central	99048.565	13.92527346	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
las_viborilas	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
leona_u1	gas_turbine_natural_gas	16-monterrey	99048.565	19.94458521	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
leona_u2	gas_turbine_natural_gas	16-monterrey	99048.565	19.94458521	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
lerdo_u1	thermal_fuel_oil	11-laguna	99048.565	9.523090232	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
lerdo_u2	thermal_fuel_oil	11-laguna	99048.565	9.523090232	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
lerma	hydroelectric	31-central	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
lerma_u2	thermal_fuel_oil	41-lerma	99048.565	11.58942114	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
lerma_u3	thermal_fuel_oil	41-lerma	99048.565	11.58942114	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
lerma_u4	thermal_fuel_oil	41-lerma	99048.565	11.58942114	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
lorean_energy_group	bioenergy_natural_gas	17-saltillo	99048.565	9.253568815	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
los_azufres	geothermal	28-carapan	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_azufres_u2	geothermal	28-carapan	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_azufres_u6	geothermal	28-carapan	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_azufres_u8	geothermal	28-carapan	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_cabos_1_tg	gas_turbine_diesel	52-los_cabos	99048.565	16.26112578	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
los_cabos_2_tg	gas_turbine_diesel	52-los_cabos	99048.565	16.26112578	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
los_cabos_3_tg	gas_turbine_diesel	52-los_cabos	99048.565	16.26112578	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
los_cabos_cfe_25000	gas_turbine_diesel	52-los_cabos	99048.565	8.624685497	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
los_cabos_cfe_30000	gas_turbine_diesel	52-los_cabos	99048.565	10.24181402	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
los_humeros_central	geothermal	34-puebla	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_humeros_u3	geothermal	34-puebla	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_humeros_u6	geothermal	34-puebla	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
los_humeros_u8	geothermal	34-puebla	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
mabe_mexico_planta_sal	internal_combustion_diesel	17-saltillo	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
magdalena	gas_turbine_natural_gas	31-central	99048.565	9.073887868	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
magnelec	combined_cycle_natural_gas	09-chihuahua	99048.565	8.534845023	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
malpaso	hydroelectric	39-grijalva	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
manzanillo_central	thermal_fuel_oil	27-manzanillo	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
manzanillo_p1	combined_cycle_natural_gas	27-manzanillo	99048.565	6.198992701	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
manzanillo_p2	combined_cycle_natural_gas	27-manzanillo	99048.565	6.198992701	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
manzanillo_u3_tc	thermal_fuel_oil	27-manzanillo	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
manzanillo_u4_tc	thermal_fuel_oil	27-manzanillo	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
maquilas_teta_kawi	internal_combustion_diesel	03-obregon	99048.565	11.94878303	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
mazatepec	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
mazatlan_ii_u1	thermal_fuel_oil	06-mazatlan	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
mazatlan_ii_u2	thermal_fuel_oil	06-mazatlan	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
mazatlan_ii_u3	thermal_fuel_oil	06-mazatlan	99048.565	9.433249763	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
merida_ii_tg	gas_turbine_diesel	42-merida	99048.565	18.05793526	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
merida_ii_u1_tc	thermal_fuel_oil	42-merida	99048.565	11.23005924	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
merida_ii_u2_tc	thermal_fuel_oil	42-merida	99048.565	11.23005924	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
merida_iii	combined_cycle_natural_gas	42-merida	99048.565	7.097397441	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
met-_mex_penoles	thermal_natural_gas	11-laguna	99048.565	8.624685497	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
mexicali	combined_cycle_natural_gas	48-mexicali	99048.565	7.097397441	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
mexicali_tg_1	gas_turbine_diesel	48-mexicali	99048.565	20.03442569	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
mexicali_tg_2	gas_turbine_diesel	48-mexicali	99048.565	20.03442569	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
mexicali_tg_3	gas_turbine_diesel	48-mexicali	99048.565	20.03442569	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
mexicana_de_cobre	thermal_fuel_oil	02-cananea	99048.565	7.726280759	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
mexicana_de_hidroelectricidad_mexhidro	hydroelectric	35-acapulco	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
mexichem_resinas_vinilicas	combined_cycle_natural_gas	19-huasteca	99048.565	16.44080673	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
mexico_carbon_manufacturing	thermal_natural_gas	19-huasteca	99048.565	10.15197355	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
mexico_gcoradora_de_energia	combined_cycle_natural_gas	02-cananea	99048.565	7.097397441	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
micos	hydroelectric	18-valles	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
minas	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
minas_de_la_alta_pimeria	internal_combustion_diesel	03-obregon	99048.565	11.85894256	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
minera_real_de_angeles_unida	internal_combustion_diesel	09-chihuahua	99048.565	9.612930706	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
mission_hills	gas_turbine_natural_gas	30-queretaro	99048.565	28.12006835	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
mocuzari	hydroelectric	03-obregon	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
monclova_u1	gas_turbine_natural_gas	12-rio_escondido	99048.565	16.80016862	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
monclova_u2	gas_turbine_natural_gas	12-rio_escondido	99048.565	16.80016862	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
monterrey_iii	combined_cycle_natural_gas	16-monterrey	99048.565	6.917716493	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
municipio_de_mexicali	wind	46-tijuana	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
nachi_-_cocom_tg	gas_turbine_diesel	42-merida	99048.565	23.80772559	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
naco_nogales	combined_cycle_natural_gas	02-cananea	99048.565	6.378673649	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
necaxa	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
nizuc_u1	gas_turbine_diesel	43-cancun	99048.565	14.46431631	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
nizuc_u2	gas_turbine_diesel	43-cancun	99048.565	14.46431631	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
nonoalco_lyfc_u1	gas_turbine_natural_gas	31-central	99048.565	19.04618047	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
nonoalco_lyfc_u2	gas_turbine_natural_gas	31-central	99048.565	19.04618047	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
nonoalco_lyfc_u3	gas_turbine_natural_gas	31-central	99048.565	19.04618047	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
norte	combined_cycle_natural_gas	10-durango	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
norte_ii	combined_cycle_natural_gas	09-chihuahua	99048.565	6.288833175	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
oaxaca_i_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
oaxaca_ii_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
oaxaca_iii_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
oaxaca_iv_pie	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
opde_aguascalientes_sur_1	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
opde_andalucia_2	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
oviachic	hydroelectric	03-obregon	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
papelera_industrial_potosina	combined_cycle_natural_gas	25-san_luis_potosi	99048.565	15.09319962	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
parque_de_tecnologia_electronica	internal_combustion_diesel	23-guadalajara	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
parque_eolico_chabacal	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_eolico_chabacal_ii	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_eolico_tizimin	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_solar_don_jose	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_solar_villanueva	solar	11-laguna	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_solar_villanueva_3	solar	11-laguna	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
parque_u2	gas_turbine_diesel	07-juarez	99048.565	24.16708749	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
parque_u3	gas_turbine_diesel	07-juarez	99048.565	24.16708749	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
parque_u4	gas_turbine_diesel	07-juarez	99048.565	8.624685497	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
parques_ecologicos_de_mexico	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
patla	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
pe_el_cortijo	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
pe_ingenio	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
pemex_gas_y_petroquimica_basica_complejo_pro	thermal_natural_gas	32-poza_rica	99048.565	21.20235185	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-gas_y_petroquimica_basica_complejo_pro_1	gas_turbine_natural_gas	38-tabasco	99048.565	16.26112578	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-gas_y_petroquimica_basica_complejo_pro_2	gas_turbine_natural_gas	38-tabasco	99048.565	16.8900091	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-gas_y_petroquimica_basica_complejo_pro_3	cogen_natural_gas	38-tabasco	99048.565	9.70277118	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur	gas_turbine_natural_gas	21-guemez	99048.565	25.87405649	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-gas_y_petroquimicabasica_complejo_pro_cactus	gas_turbine_natural_gas	38-tabasco	99048.565	15.00335915	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-petroquimica_comp_petro_pajaritos	gas_turbine_natural_gas	37-coatzacoalcos	99048.565	13.83543299	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-petroquimica_complejo_petroquimico_cos	gas_turbine_natural_gas	37-coatzacoalcos	99048.565	36.11587052	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
pemex-petroquimica_complejo_petroquimico_ind	thermal_natural_gas	34-puebla	99048.565	8.175483128	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-petroquimica_complejo_petroquimico_mor	combined_cycle_natural_gas	37-coatzacoalcos	99048.565	13.65575204	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
pemex-refinacion_ing_antonio_m_amor	thermal_natural_gas	26-salamanca	99048.565	29.2879945	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-refinacion_refineria_francisco_i_made	thermal_natural_gas	19-huasteca	99048.565	19.94458521	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-refinacion_refineria_gcoral_lazaro_ca	thermal_natural_gas	37-coatzacoalcos	99048.565	13.74559251	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-refinacion_refineria_gcoral_lazaro_ca_proy	thermal_natural_gas	37-coatzacoalcos	99048.565	20.30394711	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
